Date,equity
2022-05-05,24171.848580474052
2022-05-06,24172.63032874927
2022-05-09,24173.397713850503
2022-05-10,24174.23994574336
2022-05-11,24175.08700345225
2022-05-12,24175.955196033457
2022-05-13,24176.859875644546
2022-05-16,24177.800086880234
2022-05-17,24225.38641260917
2022-05-18,24193.21158686046
2022-05-19,24212.77578939364
2022-05-20,24227.27812131258
2022-05-23,24253.111575589617
2022-05-24,24210.784712270583
2022-05-25,24149.53197620648
2022-05-26,24431.808994314102
2022-05-27,25144.205289437457
2022-05-30,25176.149882400066
2022-05-31,25009.21615412785
2022-06-01,24771.603863677366
2022-06-02,25455.87783779252
2022-06-03,24802.763978166204
2022-06-06,24942.19086070122
2022-06-07,25215.67166834441
2022-06-08,24933.241330741133
2022-06-09,24230.59263339817
2022-06-10,24097.300483025803
2022-06-13,24027.32454336277
2022-06-14,24028.986433339447
2022-06-15,24030.60266878647
2022-06-16,24036.058986619846
2022-06-17,24006.22973234869
2022-06-20,24007.443844847687
2022-06-21,23971.417019533797
2022-06-22,23950.21480507381
2022-06-23,23914.849638947155
2022-06-24,24553.681537996476
2022-06-27,24371.98013174663
2022-06-28,24029.797897053046
2022-06-29,24031.423722705655
2022-06-30,24032.949527409197
2022-07-01,24039.259406862482
2022-07-04,24039.336294343582
2022-07-05,24136.761600561502
2022-07-06,24272.827509751514
2022-07-07,24857.3240840039
2022-07-08,24863.336833126217
2022-07-11,24319.75548844295
2022-07-12,24032.936862422986
2022-07-13,23901.65110914516
2022-07-14,23842.31131064047
2022-07-15,24436.90490263667
2022-07-18,24206.557357116795
2022-07-19,25163.590707893487
2022-07-20,25481.41822565359
2022-07-21,25969.1873058801
2022-07-22,25524.268774266056
2022-07-25,25487.343313762
2022-07-26,24929.043811920023
2022-07-27,26030.231189367114
2022-07-28,26509.701753376306
2022-07-29,27118.535700438293
2022-08-01,27019.473021138692
2022-08-02,26746.04633080592
2022-08-03,27536.910401190726
2022-08-04,27696.255958035432
2022-08-05,27476.76463351888
2022-08-08,27439.857776591976
2022-08-09,27126.7724107474
2022-08-10,28120.25370220739
2022-08-11,27993.114531577623
2022-08-12,28797.789049444375
2022-08-15,28956.224567767124
2022-08-16,28942.62712452095
2022-08-17,28463.56001996901
2022-08-18,28549.432475291767
2022-08-19,27800.482786766595
2022-08-22,27116.22038963683
2022-08-23,26896.061242051754
2022-08-24,26898.95683791445
2022-08-25,27095.58387562663
2022-08-26,26641.196193554406
2022-08-29,26610.4080145076
2022-08-30,26613.44181211628
2022-08-31,26616.462226433374
2022-09-01,26619.486152192127
2022-09-02,26622.4649993815
2022-09-05,26625.44417991805
2022-09-06,26628.450108070974
2022-09-07,26631.549363884595
2022-09-08,26634.66694610259
2022-09-09,26767.20518681017
2022-09-12,27086.97294583822
2022-09-13,26577.63827832969
2022-09-14,26540.13289209934
2022-09-15,26543.392483847765
2022-09-16,26546.626143099886
2022-09-19,26549.823326140475
2022-09-20,26553.24003557924
2022-09-21,26556.60133864404
2022-09-22,26559.899837264245
2022-09-23,26563.17555828639
2022-09-26,26566.511766604992
2022-09-27,26569.938003241557
2022-09-28,26573.343594521604
2022-09-29,26576.73696825033
2022-09-30,26580.09069941435
2022-10-03,26632.524329309184
2022-10-04,26686.740219708026
2022-10-05,26669.68698099862
2022-10-06,26668.638258622756
2022-10-07,26632.19515803826
2022-10-10,26581.089207802146
2022-10-11,26576.932678411737
2022-10-12,26598.882506645496
2022-10-13,26577.813254992634
2022-10-14,26546.706641669007
2022-10-17,26966.091176038997
2022-10-18,27191.970625154343
2022-10-19,26912.50247773649
2022-10-20,26624.60371121948
2022-10-21,27331.91337558117
2022-10-24,27719.97232140488
2022-10-25,28529.053601593158
2022-10-26,28044.832139387658
2022-10-27,27611.708195327228
2022-10-28,28559.97840244863
2022-10-31,28180.9922632392
2022-11-01,28028.24748982012
2022-11-02,27213.28383227138
2022-11-03,26957.364253537577
2022-11-04,27534.081467946642
2022-11-07,27799.386082213085
2022-11-08,28030.555298365514
2022-11-09,27300.25755672912
2022-11-10,29801.951994165363
2022-11-11,30493.5242474074
2022-11-14,30081.580468711396
2022-11-15,30588.649941255935
2022-11-16,29980.307106563952
2022-11-17,29848.83358777385
2022-11-18,29959.026090247735
2022-11-21,29653.51103654384
2022-11-22,30237.633136004413
2022-11-23,30612.89689565555
2022-11-24,30617.663222111143
2022-11-25,30479.53413089152
2022-11-28,29730.82603839724
2022-11-29,29645.504779834962
2022-11-30,31265.782166900666
2022-12-01,31365.80110389811
2022-12-02,31252.41434353834
2022-12-05,30356.400771230645
2022-12-06,29898.47373288387
2022-12-07,29912.801720230298
2022-12-08,29892.500530723468
2022-12-09,29627.45351904773
2022-12-12,29713.33220056146
2022-12-13,30169.264619671594
2022-12-14,29832.005708608023
2022-12-15,29328.71436950154
2022-12-16,29337.397013567337
2022-12-19,29333.641468889036
2022-12-20,29396.988251302468
2022-12-21,29427.853036897963
2022-12-22,29349.859068311467
2022-12-23,29365.118596696007
2022-12-27,29371.436887953285
2022-12-28,29334.187898026896
2022-12-29,29408.00635843005
2022-12-30,29357.93423848271
2023-01-03,29459.856373146948
2023-01-04,29691.635294776534
2023-01-05,29643.8482207994
2023-01-06,30115.336616588786
2023-01-09,30075.566385166854
2023-01-10,30380.39656720205
2023-01-11,30973.539485204048
2023-01-12,31277.991619409568
