strategy,lead_pct_below_sma20,x_return,y_return,cagr,ann_volatility,sharpe,max_drawdown,end_$,rebalances,trading_costs_total,funding_costs_total,tier2_entries,tier3_entries,lead_only_days,guard_blocked_days,pct_days_cash,pct_days_1x,pct_days_2x,pct_days_3x,simulation
Lead 0.75 default X/Y,0.0075,0.25,0.3333333333333333,0.3852176035804178,0.27389124697959927,3.1473790637636356,-0.2445963483052604,2298.3421406401294,293,3511.9968748934252,107.01494335586759,3,2,266,545,33.65079365079365,21.26984126984127,28.968253968253972,16.11111111111111,34
Lead 0.75 selected X/Y,0.0075,0.4,0.15,0.32706974621197893,0.22847841927938284,3.5230272657646764,-0.24939832709225185,1519.4045560433526,300,2832.2607582225364,90.15212603558103,3,2,266,597,32.142857142857146,17.77777777777778,43.65079365079365,6.428571428571428,34
Original strict SMA20,0.0,0.25,0.3333333333333333,0.41307922759981786,0.24857137495089332,3.4910342473213203,-0.18569311614930017,2785.356543557444,287,3548.5474574446216,157.84073739700392,1,2,0,583,37.023809523809526,30.912698412698415,8.492063492063492,23.57142857142857,35
Lead 0.75 default X/Y,0.0075,0.25,0.3333333333333333,0.41451272698489916,0.2711382552402251,3.1694508844294087,-0.2673306916735601,2812.746233103196,282,4297.958949125222,191.5041970327033,2,2,261,443,31.46825396825397,30.912698412698415,10.238095238095237,27.380952380952383,35
Lead 0.75 selected X/Y,0.0075,0.4,0.15,0.384589029779967,0.2589458293784347,3.2309272718625155,-0.18488973621596883,2288.2966864580007,291,3098.911180433976,133.68109718659304,3,3,261,454,31.46825396825397,31.587301587301585,14.365079365079364,22.57936507936508,35
Original strict SMA20,0.0,0.25,0.3333333333333333,0.4165960357854037,0.27842038224280014,3.504198909340732,-0.19271452975313888,2852.9822075174825,305,5161.766635424919,162.42811364650223,3,3,0,797,39.84126984126984,14.206349206349206,24.047619047619047,21.904761904761905,36
Lead 0.75 default X/Y,0.0075,0.25,0.3333333333333333,0.47155667668806855,0.3039972901715083,3.2704061739141386,-0.24901373458221407,4119.440288361483,282,6280.573473184648,263.16770408552816,3,3,244,630,31.38888888888889,10.476190476190476,32.261904761904766,25.873015873015877,36
Lead 0.75 selected X/Y,0.0075,0.4,0.15,0.3902858035528942,0.271982897232423,3.1348840251523518,-0.24901373458221462,2380.7943145542877,287,3474.605025867121,131.98663008260823,4,4,244,578,32.61904761904762,17.658730158730158,34.04761904761905,15.674603174603174,36
Original strict SMA20,0.0,0.25,0.3333333333333333,0.3687419256819766,0.3039682278134601,3.583597767194322,-0.3072408356739494,2047.6904839635813,285,4085.6162493632855,176.32261945268337,1,1,0,907,40.67460317460318,10.0,0.7142857142857143,48.61111111111111,37
Lead 0.75 default X/Y,0.0075,0.25,0.3333333333333333,0.4392957905491277,0.33126177985707045,3.193215875485125,-0.34704877694314806,3326.054507100877,257,4056.16801354388,273.57043581362234,1,1,248,688,31.98412698412698,10.0,0.753968253968254,57.26190476190476,37
Lead 0.75 selected X/Y,0.0075,0.4,0.15,0.41567732015279546,0.3193355772587516,3.153636721637666,-0.34704877694314806,2835.1754412910054,257,3248.272706651508,198.36618583115504,1,1,248,691,31.98412698412698,9.920634920634921,8.928571428571429,49.166666666666664,37
Original strict SMA20,0.0,0.25,0.3333333333333333,0.24557995245171682,0.18267372283409222,3.5891115216266036,-0.24654833919676578,824.2507549779461,309,1816.6675279454557,41.556290786557355,3,1,0,454,37.976190476190474,39.08730158730159,12.579365079365079,10.357142857142858,38
Lead 0.75 default X/Y,0.0075,0.25,0.3333333333333333,0.270316318402785,0.20621570294157548,3.246965990942584,-0.22856904333048797,996.508081742406,293,1964.5921808144653,63.97812922323189,3,1,283,406,33.13492063492063,35.15873015873016,19.682539682539684,12.023809523809524,38
Lead 0.75 selected X/Y,0.0075,0.4,0.15,0.29807006375316547,0.22003731383535774,3.2545360812368678,-0.22856904333048822,1227.6282694983247,275,2359.592583571492,89.60301017220914,3,1,283,466,31.19047619047619,25.873015873015877,30.912698412698415,12.023809523809524,38
Original strict SMA20,0.0,0.25,0.3333333333333333,0.23376322087737145,0.14043908888484682,3.7058074541571937,-0.2914730421971419,751.807326659494,288,1415.604022667721,23.140575395561893,2,0,0,220,36.82539682539683,51.388888888888886,11.785714285714285,0.0,39
Lead 0.75 default X/Y,0.0075,0.25,0.3333333333333333,0.2803934873679581,0.15528985338618828,3.501883093557719,-0.20721890473801424,1075.4710826179817,273,1520.832874237118,36.71279321965363,3,0,298,190,34.404761904761905,46.94444444444444,18.650793650793652,0.0,39
Lead 0.75 selected X/Y,0.0075,0.4,0.15,0.2916156184694705,0.19341574016765667,3.2495551125566546,-0.21996111969166424,1169.9683496121527,275,1690.495545835543,51.42751081810319,3,0,298,324,31.785714285714285,34.404761904761905,33.80952380952381,0.0,39
Original strict SMA20,0.0,0.25,0.3333333333333333,0.1882658026884958,0.305825394201569,3.7648857796391364,-0.43795721645174285,523.1432712607567,343,1631.3758071558311,52.556246726201586,1,1,0,1067,44.44444444444444,0.992063492063492,1.6269841269841272,52.93650793650794,40
Lead 0.75 default X/Y,0.0075,0.25,0.3333333333333333,0.2211917501415439,0.343470649494934,3.1672884808691837,-0.49266902817357533,681.0510246572751,305,1819.0447334144308,83.23566097964238,1,1,317,756,32.06349206349206,0.992063492063492,2.4603174603174605,64.48412698412699,40
Lead 0.75 selected X/Y,0.0075,0.4,0.15,0.21616996584483972,0.3360085447393183,3.1904865282668973,-0.49266902817357533,654.4982287581324,301,1770.8718526518562,72.68199548329804,2,1,317,763,31.9047619047619,0.7936507936507936,9.007936507936508,58.2936507936508,40
Original strict SMA20,0.0,0.25,0.3333333333333333,0.2001327849802983,0.28217288896103926,3.4377081866183836,-0.44084842855131895,575.7993207556241,312,3436.110748052558,109.98089596713609,2,2,0,992,42.53968253968254,6.309523809523809,15.912698412698411,35.23809523809524,41
Lead 0.75 default X/Y,0.0075,0.25,0.3333333333333333,0.2890052037991009,0.3202306783629749,2.986180107954298,-0.3367343164267301,1147.3466296511933,272,5115.005117890133,220.58105489360022,2,2,253,760,33.33333333333333,6.309523809523809,19.087301587301585,41.269841269841265,41
Lead 0.75 selected X/Y,0.0075,0.4,0.15,0.2862539425302768,0.31157439518326785,2.9605174660873717,-0.33653279912602324,1123.9294548944715,268,4941.997325480004,214.6033857497123,2,2,253,777,33.05555555555556,5.0396825396825395,27.063492063492063,34.84126984126984,41
Original strict SMA20,0.0,0.25,0.3333333333333333,0.20237352568344802,0.26629747233806267,3.616602942467531,-0.3656035555804503,586.2588521939904,283,2326.4299579712842,76.444907750399,0,1,0,979,41.54761904761905,12.063492063492063,0.0,46.38888888888889,42
Lead 0.75 default X/Y,0.0075,0.25,0.3333333333333333,0.29773902950366926,0.2949637681358652,3.3020756403757137,-0.2976087051093732,1224.6101838669404,257,3340.2219435699126,148.71067355845688,0,1,233,769,33.214285714285715,12.063492063492063,0.0,54.72222222222223,42
Lead 0.75 selected X/Y,0.0075,0.4,0.15,0.29773902950366926,0.2949637681358652,3.3020756403757137,-0.2976087051093732,1224.6101838669404,257,3340.2219435699126,148.71067355845688,0,1,233,769,33.214285714285715,12.063492063492063,0.0,54.72222222222223,42
Original strict SMA20,0.0,0.25,0.3333333333333333,0.31416301747197295,0.28426904104449596,3.177247837844229,-0.318764740542898,1382.642837490935,288,2477.1012411884535,77.74782956628982,2,2,0,821,41.82539682539683,18.373015873015873,9.722222222222223,30.07936507936508,43
Lead 0.75 default X/Y,0.0075,0.25,0.3333333333333333,0.25682498922959573,0.30294658532591884,2.968281255536488,-0.3423396967559441,898.9360880543934,304,2555.6841899166398,82.56838039310004,3,2,290,602,33.13492063492063,18.29365079365079,13.174603174603176,35.3968253968254,43
Lead 0.75 selected X/Y,0.0075,0.4,0.15,0.22739840208362083,0.2921735697437574,2.9431945568184594,-0.3423396967559441,715.2008323510546,285,2265.146342517176,72.54907591592269,3,2,290,634,32.261904761904766,14.523809523809526,22.42063492063492,30.793650793650794,43
Original strict SMA20,0.0,0.25,0.3333333333333333,0.4216273549823133,0.20919021159830134,3.504425150395989,-0.18755725062363127,2952.2903581413575,289,2555.451135542919,51.98328304492529,3,1,0,306,32.65873015873016,46.230158730158735,15.912698412698411,5.198412698412699,44
Lead 0.75 default X/Y,0.0075,0.25,0.3333333333333333,0.4263881212546907,0.22118973143856427,3.2209743414451317,-0.1902337785919119,3049.099865260023,277,2135.77692014287,58.56115485317015,3,1,265,234,29.8015873015873,46.26984126984127,17.896825396825395,6.031746031746032,44
Lead 0.75 selected X/Y,0.0075,0.4,0.15,0.4075023114901557,0.20676824098783708,3.267109286995118,-0.1902337785919119,2681.0588185375304,274,1939.7478383104294,47.853025265179234,2,1,265,225,30.0,47.182539682539684,18.928571428571427,3.888888888888889,44
Original strict SMA20,0.0,0.25,0.3333333333333333,0.29640054842484,0.18489760689990858,3.2879625793258977,-0.15161865500754748,1212.4747611397208,313,1500.6024732598746,29.462047872388112,2,1,0,251,38.05555555555556,48.84920634920635,5.198412698412699,7.896825396825396,45
Lead 0.75 default X/Y,0.0075,0.25,0.3333333333333333,0.35999963891583997,0.22604405586096826,3.030450538562991,-0.1831677410832858,1924.898973009962,281,2322.396665762573,75.33606327123373,3,1,269,318,34.04761904761905,35.87301587301587,21.428571428571427,8.65079365079365,45
Lead 0.75 selected X/Y,0.0075,0.4,0.15,0.38818362264025374,0.25015041751298295,2.9780924258690167,-0.19433032733067596,2346.2785084727293,270,2833.565043906376,105.87858572493448,4,1,269,403,31.746031746031743,22.53968253968254,40.23809523809524,5.476190476190476,45
Original strict SMA20,0.0,0.25,0.3333333333333333,0.3685128346964055,0.2450710119545743,3.5140818054580936,-0.2781010394215137,2044.3852268809571,318,2892.0257300463095,63.702419643408646,4,2,0,553,35.27777777777778,29.603174603174605,18.492063492063494,16.626984126984127,46
Lead 0.75 default X/Y,0.0075,0.25,0.3333333333333333,0.4506227127372233,0.2660644838806165,3.1599433664768357,-0.2131336302056535,3587.4440758304236,278,3317.831514224475,101.65411788290076,4,2,267,398,28.76984126984127,28.69047619047619,23.015873015873016,19.523809523809526,46
Lead 0.75 selected X/Y,0.0075,0.4,0.15,0.422787138365569,0.24570333785206808,3.283386251721113,-0.2131336302056535,2975.616992702865,279,3108.1285065374664,104.00382040062149,4,2,267,449,28.015873015873016,23.61111111111111,38.730158730158735,9.642857142857144,46
Original strict SMA20,0.0,0.25,0.3333333333333333,0.2655958089486865,0.20783664375026226,3.8998304653394604,-0.2584380799821214,961.3393905066043,303,2515.117057119957,86.48328340618218,3,2,0,884,43.214285714285715,8.65079365079365,39.76190476190476,8.373015873015872,47
Lead 0.75 default X/Y,0.0075,0.25,0.3333333333333333,0.2989078997166641,0.23194807278890706,3.4331557444112146,-0.26898401721510684,1235.2967520368743,282,2858.34855406883,126.92974162111938,3,2,274,651,33.730158730158735,8.293650793650793,48.84920634920635,9.126984126984127,47
Lead 0.75 selected X/Y,0.0075,0.4,0.15,0.2918399542174055,0.24614231525917513,3.3584408051052743,-0.28457362785294055,1171.930961845653,281,2863.1224016893566,121.73271193168014,2,2,274,750,32.93650793650794,2.7777777777777777,57.936507936507944,6.349206349206349,47
Original strict SMA20,0.0,0.25,0.3333333333333333,0.3667340961502614,0.24716969465552244,3.5545564042378714,-0.2416464294747436,2018.8843876324993,300,3874.8778976906983,141.6600121964549,3,1,0,773,41.86507936507937,15.753968253968253,21.38888888888889,20.992063492063494,48
Lead 0.75 default X/Y,0.0075,0.25,0.3333333333333333,0.39525970665852306,0.2800459941249143,3.1420499316045762,-0.2536283973348258,2464.28036349035,276,3774.9033019729013,190.95373395355315,4,1,262,646,34.20634920634921,9.246031746031747,32.53968253968254,24.00793650793651,48
Lead 0.75 selected X/Y,0.0075,0.4,0.15,0.34425530371320345,0.2743767971045672,3.10877637639528,-0.2987039268939983,1720.2948366952787,277,2952.564340703497,129.83201984044376,3,1,262,685,32.93650793650794,8.214285714285714,41.70634920634921,17.142857142857142,48
Original strict SMA20,0.0,0.25,0.3333333333333333,0.2066821689336975,0.22735929508732147,3.5257758905516123,-0.26233456402383815,606.8509379054428,320,1955.3487973753654,49.95405710765003,2,1,0,718,44.285714285714285,22.6984126984127,17.063492063492063,15.95238095238095,49
Lead 0.75 default X/Y,0.0075,0.25,0.3333333333333333,0.14880538909940833,0.25130670202351163,3.1042443801068513,-0.41728744634167075,377.63239532980737,331,2032.7293801994347,53.858821556872535,1,1,346,459,36.86507936507937,26.46825396825397,16.46825396825397,20.1984126984127,49
Lead 0.75 selected X/Y,0.0075,0.4,0.15,0.1440401200362249,0.2657960167926687,3.1360692979699736,-0.41664716026950177,362.7833153553588,325,2079.4040042032566,62.611574903265485,1,1,346,595,33.730158730158735,14.325396825396824,31.746031746031743,20.1984126984127,49
Original strict SMA20,0.0,0.25,0.3333333333333333,0.2714183232471594,0.1912083005039458,3.6086200514139137,-0.2464191249306826,1004.8824397578645,333,2224.8359960853854,47.20562162131803,2,1,0,299,36.269841269841265,47.5,4.365079365079365,11.865079365079364,50
Lead 0.75 default X/Y,0.0075,0.25,0.3333333333333333,0.3220980521279768,0.19837899739187492,3.637359997122401,-0.24113895924828818,1465.3508348517796,329,2500.6704530899474,67.38702146231515,2,1,286,228,33.45238095238095,47.5,5.436507936507937,13.61111111111111,50
Lead 0.75 selected X/Y,0.0075,0.4,0.15,0.3428200491330706,0.1929267972256778,3.717755472072489,-0.1898310537340043,1702.6501437244522,319,2418.9157420529004,71.05309615185425,2,1,286,245,33.05555555555556,44.08730158730159,13.84920634920635,9.007936507936508,50
Original strict SMA20,0.0,0.25,0.3333333333333333,0.22531681163231654,0.20262770194913338,3.471360762734936,-0.21497169968861154,703.5803840838856,331,1495.58988524569,24.445441961570136,1,1,0,539,42.42063492063492,33.65079365079365,10.912698412698413,13.015873015873018,51
Lead 0.75 default X/Y,0.0075,0.25,0.3333333333333333,0.2046792890459337,0.22397850705020209,3.0945869515824436,-0.29623128855945985,597.1993909999076,333,1258.7028905349741,24.297047415135232,1,1,326,403,36.666666666666664,32.93650793650794,14.404761904761903,15.99206349206349,51
Lead 0.75 selected X/Y,0.0075,0.4,0.15,0.19691615726606782,0.21454776736642017,3.224176238640535,-0.2882065989298591,561.0768085115989,320,1279.0746153454616,37.01744004559018,2,1,326,547,33.80952380952381,19.325396825396826,41.66666666666667,5.198412698412699,51
Original strict SMA20,0.0,0.25,0.3333333333333333,0.3165115083686487,0.28667407912848253,3.657348345443753,-0.2736457686839524,1406.6741728133973,299,3673.5473156947614,170.78191045299457,3,2,0,921,41.07142857142857,4.484126984126984,10.714285714285714,43.73015873015873,52
Lead 0.75 default X/Y,0.0075,0.25,0.3333333333333333,0.3281010043877901,0.31293185600788403,3.1823879125361914,-0.32619429162889746,1530.837977342581,270,3776.9698543482587,218.85629922575063,3,2,258,693,32.02380952380952,4.285714285714286,12.976190476190478,50.71428571428571,52
Lead 0.75 selected X/Y,0.0075,0.4,0.15,0.32729001415980163,0.292025352721156,3.1610196784373468,-0.32593364395114843,1521.8401881873904,273,3358.0135294935644,163.254386500924,6,5,258,719,31.785714285714285,3.0555555555555554,33.095238095238095,32.06349206349206,52
Original strict SMA20,0.0,0.25,0.3333333333333333,0.22073841256384208,0.1799503804629507,3.8755883161265796,-0.23426183131990866,678.6149581008563,301,1962.840491651643,43.89915681011449,2,1,0,552,36.07142857142857,32.301587301587304,18.492063492063494,13.134920634920636,53
Lead 0.75 default X/Y,0.0075,0.25,0.3333333333333333,0.2370697211057471,0.19563534635404217,3.5525004195851846,-0.31362326358183934,771.4794783647717,289,1703.6385492220268,49.48228939224043,1,1,268,409,30.396825396825395,32.301587301587304,22.023809523809522,15.277777777777779,53
Lead 0.75 selected X/Y,0.0075,0.4,0.15,0.21619467580592389,0.17873826402470527,3.364500056081322,-0.31362326358183945,654.6265780058727,277,1281.1977934580264,45.75501406248919,1,1,268,360,30.873015873015873,34.24603174603175,28.49206349206349,6.388888888888888,53
Original strict SMA20,0.0,0.25,0.3333333333333333,0.40783325609456167,0.25179984948042483,3.836966717636623,-0.24295570268902208,2687.148900850085,288,4560.392093715838,120.25978345269912,2,2,0,813,37.698412698412696,12.976190476190478,23.730158730158728,25.595238095238095,54
Lead 0.75 default X/Y,0.0075,0.25,0.3333333333333333,0.5087915946438188,0.27805284401353303,3.350184958352925,-0.39159204562110383,5242.912052063329,238,6343.067289412449,231.00983629448035,2,2,209,639,30.793650793650794,13.293650793650794,26.984126984126984,28.92857142857143,54
Lead 0.75 selected X/Y,0.0075,0.4,0.15,0.4307502787929556,0.26780494703400076,3.2706593786383547,-0.39159204562110383,3140.291674189822,238,4140.42719107788,147.06164429420033,2,2,209,639,30.793650793650794,17.103174603174605,26.984126984126984,25.11904761904762,54
Original strict SMA20,0.0,0.25,0.3333333333333333,0.4135776990931783,0.31862204889534973,3.6057331294839767,-0.2801736573684607,2794.8535396046777,314,4848.177766948089,170.61754270565535,2,2,0,936,44.404761904761905,10.714285714285714,4.841269841269842,40.039682539682545,55
Lead 0.75 default X/Y,0.0075,0.25,0.3333333333333333,0.4139080509011659,0.3573510357304576,3.255193515968878,-0.3072141100595872,2801.1634617836417,314,5632.707214572897,218.62301013787535,3,2,303,699,34.72222222222222,9.722222222222223,6.7063492063492065,48.84920634920635,55
Lead 0.75 selected X/Y,0.0075,0.4,0.15,0.42334426315389817,0.35843948923355134,3.270023360228219,-0.30708710836813835,2986.8810323125135,303,5633.248095292011,255.27642768348662,4,3,303,764,33.45238095238095,2.8968253968253967,18.53174603174603,45.11904761904762,55
Original strict SMA20,0.0,0.25,0.3333333333333333,0.43285375946236315,0.291658088791313,3.2642068772598667,-0.24671089567797622,3185.1328442538074,272,5186.089262576183,154.7776620923556,1,2,0,620,39.76190476190476,24.246031746031747,3.6904761904761907,32.301587301587304,56
Lead 0.75 default X/Y,0.0075,0.25,0.3333333333333333,0.51493179179811,0.3161850704255699,3.1497188382440426,-0.26186401627890066,5452.492798727998,272,6706.0263387648065,258.95251111773626,1,2,236,476,34.960317460317455,25.476190476190474,4.2063492063492065,35.35714285714286,56
Lead 0.75 selected X/Y,0.0075,0.4,0.15,0.4937814914282601,0.3118667058126753,3.169899362367099,-0.25341284358027366,4760.652752682403,266,7488.866897427429,279.92848392978067,3,3,236,600,33.095238095238095,17.023809523809526,23.015873015873016,26.865079365079364,56
Original strict SMA20,0.0,0.25,0.3333333333333333,0.22194469538172612,0.17387699894822156,3.7997873389906673,-0.2736097917309979,685.1143967028897,323,1783.562471618979,34.445708621045604,3,0,0,545,37.26190476190476,32.142857142857146,30.5952380952381,0.0,57
Lead 0.75 default X/Y,0.0075,0.25,0.3333333333333333,0.31878261262664975,0.18781338190247898,3.6647137246202584,-0.16809613074991456,1430.2690440572192,295,2563.426091142488,64.08780471135697,3,0,256,414,31.944444444444443,31.428571428571427,36.62698412698413,0.0,57
Lead 0.75 selected X/Y,0.0075,0.4,0.15,0.3725215005141107,0.21998515534424645,3.471807652509718,-0.16809613074991422,2102.9169659226186,285,3385.844468697863,103.40027904506418,3,0,256,486,30.753968253968257,23.095238095238095,46.15079365079365,0.0,57
Original strict SMA20,0.0,0.25,0.3333333333333333,0.2188699230194795,0.19930520279864825,3.271511113359359,-0.3123657188466013,668.6566218967673,285,2097.637116091297,64.65258185993633,2,1,0,658,44.166666666666664,25.634920634920633,20.27777777777778,9.920634920634921,58
Lead 0.75 default X/Y,0.0075,0.25,0.3333333333333333,0.28354629281901667,0.2366825129057115,2.9580892131620184,-0.31479465153814445,1101.3026866962557,276,2458.6008652116075,103.37488966375055,2,2,264,536,38.17460317460317,24.126984126984127,21.746031746031747,15.95238095238095,58
Lead 0.75 selected X/Y,0.0075,0.4,0.15,0.2661705619219965,0.22486459014527038,3.112518276168539,-0.3116464955828069,965.5610683500773,281,2176.5793235549,106.09657480596293,2,3,264,594,37.579365079365076,20.158730158730158,29.841269841269842,12.420634920634921,58
Original strict SMA20,0.0,0.25,0.3333333333333333,0.21835984988476098,0.2798944879335278,3.4302691090417907,-0.4465480915232833,665.9609865760253,335,2628.755159228639,86.20318065474784,3,2,0,768,40.317460317460316,14.761904761904763,16.865079365079367,28.055555555555557,59
Lead 0.75 default X/Y,0.0075,0.25,0.3333333333333333,0.3172242189366168,0.30435055360857927,2.907409835272703,-0.2791939806497649,1414.0407904038404,275,3109.1049937933662,162.02815673078064,4,2,285,555,31.865079365079364,14.642857142857144,20.634920634920633,32.857142857142854,59
Lead 0.75 selected X/Y,0.0075,0.4,0.15,0.2822160892540513,0.27032504142575375,2.8572878105150963,-0.2791939806497653,1090.3369922554216,263,2468.4790753397133,113.12216459947335,4,2,285,554,31.626984126984127,14.285714285714285,38.41269841269842,15.674603174603174,59
Original strict SMA20,0.0,0.25,0.3333333333333333,0.3754590437220202,0.24904305268556134,3.301578937666443,-0.3392799148915428,2146.75791734336,276,2402.8647700644487,56.632333453490894,2,1,0,523,33.53174603174603,35.63492063492063,9.523809523809524,21.30952380952381,60
Lead 0.75 default X/Y,0.0075,0.25,0.3333333333333333,0.3951854473935077,0.2629011206105489,3.0315565350713327,-0.3105494570554045,2463.0148854035006,260,2329.9065770125558,64.33602472198469,2,1,214,403,28.76984126984127,36.15079365079365,10.753968253968255,24.325396825396826,60
Lead 0.75 selected X/Y,0.0075,0.4,0.15,0.42392516413724013,0.2444491723414643,3.2179586002701694,-0.3105494570554045,2998.6664714702943,258,2427.5346527607394,77.89804874840645,3,1,214,457,28.095238095238095,27.936507936507937,32.46031746031746,11.507936507936508,60
Original strict SMA20,0.0,0.25,0.3333333333333333,0.36266824049198765,0.18609550015985304,3.4283940788370515,-0.12608426883346577,1961.661946630466,276,2116.274702383128,69.26676364138707,2,1,0,224,32.420634920634924,51.98412698412699,10.753968253968255,4.841269841269842,61
Lead 0.75 default X/Y,0.0075,0.25,0.3333333333333333,0.385443727846142,0.19296258589298249,3.1649104278119795,-0.14983751087769587,2301.965566803583,258,1736.1062745742956,84.19714785011163,2,1,229,186,30.912698412698415,51.98412698412699,11.825396825396824,5.277777777777778,61
Lead 0.75 selected X/Y,0.0075,0.4,0.15,0.377861918200604,0.18592419123138487,3.282452895279223,-0.12608426883346577,2183.2265363887445,257,1813.729249191009,81.73234119155015,2,1,229,210,30.51587301587302,50.99206349206349,15.03968253968254,3.4523809523809526,61
Original strict SMA20,0.0,0.25,0.3333333333333333,0.40263003414465515,0.20753100535473412,3.7433656333840792,-0.17208111918115387,2592.8191025264523,290,3206.2766982956273,112.35324702564544,4,1,0,406,35.3968253968254,35.67460317460318,19.484126984126984,9.444444444444445,62
Lead 0.75 default X/Y,0.0075,0.25,0.3333333333333333,0.4197948648276095,0.21758832402064837,3.385552545081186,-0.2483398141465597,2915.7675954898896,269,3216.9530280469335,134.11128017240551,3,1,238,306,31.666666666666664,36.30952380952381,20.992063492063494,11.031746031746032,62
Lead 0.75 selected X/Y,0.0075,0.4,0.15,0.45606079690421075,0.23536669772156615,3.2941311259650123,-0.2483398141465597,3719.360194266849,263,3813.1604111431457,193.48731037844797,4,1,238,376,30.634920634920636,26.071428571428573,35.992063492063494,7.301587301587302,62
Original strict SMA20,0.0,0.25,0.3333333333333333,0.36287494287690336,0.20165631659178596,3.8270074516270243,-0.16800289578286334,1964.5355934227691,293,3795.8027129386196,84.82038737389075,4,1,0,503,35.43650793650794,31.150793650793652,25.158730158730158,8.253968253968253,63
Lead 0.75 default X/Y,0.0075,0.25,0.3333333333333333,0.38105970917695564,0.21753798381594874,3.432022447123682,-0.18225471050108727,2232.6207104988457,275,3453.481954946164,93.71620775599598,4,1,255,379,30.51587301587302,31.507936507936506,28.730158730158728,9.246031746031747,63
Lead 0.75 selected X/Y,0.0075,0.4,0.15,0.38372772093865337,0.2228308659027135,3.4406379482913585,-0.1822547105010881,2274.595727698275,273,3726.8810052735507,93.7257602949848,4,1,255,428,29.484126984126984,24.484126984126984,41.15079365079365,4.880952380952381,63
Original strict SMA20,0.0,0.25,0.3333333333333333,0.3298312656394109,0.295073565660289,3.546302650076313,-0.2841887806806574,1550.1944978601716,308,3797.7673032128396,116.91007593844823,1,2,0,764,40.039682539682545,20.992063492063494,1.0317460317460316,37.93650793650794,64
Lead 0.75 default X/Y,0.0075,0.25,0.3333333333333333,0.33693311681658256,0.33101044311090044,3.076611732550344,-0.4013175810519062,1631.962393545627,290,3064.408120593273,129.32099175716078,2,2,250,590,32.46031746031746,18.53174603174603,3.6904761904761907,45.317460317460316,64
Lead 0.75 selected X/Y,0.0075,0.4,0.15,0.3388210282219566,0.2870647139297015,3.1385505788396153,-0.3838417636752845,1654.3395616814803,288,2642.426632460469,103.12855211352314,4,2,250,595,32.261904761904766,14.047619047619047,33.095238095238095,20.595238095238095,64
Original strict SMA20,0.0,0.25,0.3333333333333333,0.11944568807801015,0.1941739730202846,3.3797695568962816,-0.41140986975360355,294.1437963619116,334,1552.2432569300663,27.408215232722235,2,2,0,369,37.817460317460316,43.65079365079365,1.3492063492063493,17.182539682539684,65
Lead 0.75 default X/Y,0.0075,0.25,0.3333333333333333,0.22366767688600797,0.21029266617899792,2.990074478713499,-0.21484412114220866,694.4945790295884,292,1794.6261455671568,55.05924271986728,2,2,304,269,33.84920634920635,43.69047619047619,1.5873015873015872,20.873015873015873,65
Lead 0.75 selected X/Y,0.0075,0.4,0.15,0.23748829293892615,0.19486627967192266,3.1462783214787775,-0.2148441211422092,774.002406000869,289,1886.910173494624,58.86721734402953,3,2,304,275,33.49206349206349,39.36507936507937,13.65079365079365,13.492063492063492,65
Original strict SMA20,0.0,0.25,0.3333333333333333,0.36080109012820083,0.2835476874989749,3.2715051010836182,-0.28633023548453385,1935.8744247982947,322,4213.12023862241,93.7082234143742,5,1,0,677,38.57142857142858,20.714285714285715,27.61904761904762,13.095238095238097,66
Lead 0.75 default X/Y,0.0075,0.25,0.3333333333333333,0.47347545625306076,0.3067762482931489,3.0532678393126984,-0.2816752427940202,4171.572465794195,287,6700.336556933546,195.0004487933184,5,1,244,503,31.98412698412698,20.833333333333336,31.587301587301585,15.595238095238095,66
Lead 0.75 selected X/Y,0.0075,0.4,0.15,0.459198309133531,0.284858816783058,3.2102752670689187,-0.28211604455678974,3797.432006092983,292,6453.393478341815,176.71369968323387,4,1,244,527,32.142857142857146,20.674603174603174,35.67460317460318,11.507936507936508,66
Original strict SMA20,0.0,0.25,0.3333333333333333,0.27894533821202705,0.2484242620290109,3.2892663829425586,-0.38814395377707334,1063.7891752074836,320,2450.090667744206,65.53806934790813,3,1,0,541,36.904761904761905,30.873015873015873,17.61904761904762,14.603174603174605,67
Lead 0.75 default X/Y,0.0075,0.25,0.3333333333333333,0.35452481572417094,0.2616406545129709,3.0303296525621666,-0.24511303279226093,1851.4039703279825,286,2770.5056489489552,98.43649691186049,3,1,259,406,31.547619047619047,31.19047619047619,20.396825396825395,16.865079365079367,67
Lead 0.75 selected X/Y,0.0075,0.4,0.15,0.36627647648770245,0.25224459044845327,3.1595985348649673,-0.15519651458892025,2012.3700225398807,285,3119.2672305151978,102.80890065292557,4,2,259,457,30.476190476190478,23.174603174603174,35.55555555555556,10.793650793650794,67
Original strict SMA20,0.0,0.25,0.3333333333333333,0.2600761442149573,0.2681016028631218,3.5285252058884784,-0.3755087665530738,921.6308064958741,287,2908.2916842950426,89.12120590795986,2,2,0,957,44.404761904761905,10.03968253968254,9.880952380952381,35.67460317460318,68
Lead 0.75 default X/Y,0.0075,0.25,0.3333333333333333,0.28809379398272705,0.29626184803716615,3.11314038325988,-0.29314492481277815,1139.5412380149446,274,2980.9115374360586,116.08016065903776,2,2,266,738,35.714285714285715,10.03968253968254,12.063492063492063,42.182539682539684,68
