strategy,trigger_a,trigger_b,lead_pct_below_sma20,x_return,y_return,cagr,ann_volatility,sharpe,max_drawdown,end_$,rebalances,trading_costs_total,funding_costs_total,tier2_entries,tier3_entries,lead_only_days,pct_days_cash,pct_days_1x,pct_days_2x,pct_days_3x,simulation
Lead 0.75 A5/B25 X40/Y15,0.05,0.25,0.0075,0.4,0.15,0.6160667445140551,0.2800207626540534,3.6418330686259743,-0.21690460723353985,10173.256573338158,285,14479.661063934278,0.0,6,1,236,29.00793650793651,8.095238095238095,60.59523809523809,2.301587301587302,105
Original strict SMA20 A10/B20 X25/Y33,0.1,0.2,0.0,0.25,0.3333333333333333,0.198443748345021,0.26610933599342407,3.1958790741600875,-0.42684840659399914,568.0259841914461,341,1759.37218580196,0.0,2,2,0,42.42063492063492,20.357142857142858,10.357142857142858,26.865079365079364,106
Lead 0.75 A10/B20 X40/Y15,0.1,0.2,0.0075,0.4,0.15,0.2523480570889547,0.2945544470767367,2.888970329595979,-0.4000457260076365,868.504738203001,316,1796.5378763152758,0.0,2,2,325,35.15873015873016,18.253968253968253,19.8015873015873,26.785714285714285,106
Lead 0.75 A5/B25 X40/Y15,0.05,0.25,0.0075,0.4,0.15,0.28217205240516097,0.30776230435181656,2.9643950731432436,-0.38131452682946765,1089.9756488438543,311,2112.2963689635294,0.0,2,1,325,32.22222222222222,9.801587301587302,34.24603174603175,23.730158730158728,106
Original strict SMA20 A10/B20 X25/Y33,0.1,0.2,0.0,0.25,0.3333333333333333,0.49632346923059734,0.22138358180905904,3.401304055097,-0.13623433452778264,4839.415141857172,274,5612.772907277529,0.0,4,1,0,32.38095238095238,46.58730158730159,15.198412698412698,5.833333333333333,107
Lead 0.75 A10/B20 X40/Y15,0.1,0.2,0.0075,0.4,0.15,0.550952647743771,0.24361587851015856,3.438179034791263,-0.3333035908049653,6840.489950917251,256,11106.05697470681,0.0,4,1,200,27.936507936507937,31.865079365079364,38.41269841269842,1.7857142857142856,107
Lead 0.75 A5/B25 X40/Y15,0.05,0.25,0.0075,0.4,0.15,0.6354217011441403,0.2708508212199893,3.541149394364919,-0.3335804962959264,11411.946896506715,256,18850.438622906542,0.0,5,0,200,25.634920634920633,12.817460317460316,61.54761904761905,0.0,107
Original strict SMA20 A10/B20 X25/Y33,0.1,0.2,0.0,0.25,0.3333333333333333,0.31159101520539023,0.21892128368705777,3.692611762964475,-0.2183636092232708,1356.7471604338932,277,3482.323072988789,0.0,3,1,0,40.43650793650794,17.896825396825395,24.682539682539684,16.984126984126984,108
Lead 0.75 A10/B20 X40/Y15,0.1,0.2,0.0075,0.4,0.15,0.32673337897755417,0.23888748167242857,3.2151850453013195,-0.31239492497639265,1515.6918876434345,259,2901.4277754009363,0.0,3,3,251,33.45238095238095,18.76984126984127,28.452380952380953,19.325396825396826,108
Lead 0.75 A5/B25 X40/Y15,0.05,0.25,0.0075,0.4,0.15,0.3429836301275877,0.25014039664899107,3.2482693129956495,-0.3141103616427367,1704.6529465442384,260,3398.273357242443,0.0,4,3,251,32.34126984126984,11.30952380952381,39.88095238095239,16.46825396825397,108
Original strict SMA20 A10/B20 X25/Y33,0.1,0.2,0.0,0.25,0.3333333333333333,0.38995679231722113,0.1966097487773526,3.8569982847574624,-0.2145621339260342,2375.3624003406285,279,3011.459348939602,0.0,3,0,0,36.03174603174603,30.039682539682538,33.92857142857143,0.0,109
Lead 0.75 A10/B20 X40/Y15,0.1,0.2,0.0075,0.4,0.15,0.3892963397029232,0.2096463818193127,3.6161673692799225,-0.2350457300423857,2364.4919708899424,279,3368.6354913251416,0.0,2,0,224,30.476190476190478,29.08730158730159,40.43650793650794,0.0,109
Lead 0.75 A5/B25 X40/Y15,0.05,0.25,0.0075,0.4,0.15,0.4326849613627275,0.23167220188931106,3.557576441569121,-0.23692799671722137,3181.5134087502356,271,5265.45708557095,0.0,4,0,224,29.404761904761905,18.69047619047619,51.90476190476191,0.0,109
Original strict SMA20 A10/B20 X25/Y33,0.1,0.2,0.0,0.25,0.3333333333333333,0.30786769966871885,0.17865930584121134,3.891395087223768,-0.2523015966113635,1320.029719443257,297,2569.9198226371045,0.0,4,0,0,35.11904761904761,28.57142857142857,36.30952380952381,0.0,110
Lead 0.75 A10/B20 X40/Y15,0.1,0.2,0.0075,0.4,0.15,0.4466718603136941,0.2053374637330871,3.6126357469355086,-0.18343739060017425,3494.251883965413,259,4329.897944990458,0.0,4,0,259,29.841269841269842,23.174603174603174,46.98412698412698,0.0,110
Lead 0.75 A5/B25 X40/Y15,0.05,0.25,0.0075,0.4,0.15,0.48774630392183926,0.24862994265586627,3.375191922001125,-0.21288626704680455,4578.237386269961,257,5731.112530345812,0.0,5,0,259,27.063492063492063,9.603174603174605,63.33333333333333,0.0,110
Original strict SMA20 A10/B20 X25/Y33,0.1,0.2,0.0,0.25,0.3333333333333333,0.30408644458548495,0.27770989461184625,3.6323782408600285,-0.3513832526189218,1283.6549906651758,318,3292.0081176036733,0.0,2,1,0,41.94444444444444,14.563492063492065,7.063492063492063,36.42857142857142,111
Lead 0.75 A10/B20 X40/Y15,0.1,0.2,0.0075,0.4,0.15,0.3262090717848538,0.2981462782037907,3.144975602390373,-0.2558923759774204,1509.9210383984853,291,3326.2877753312982,0.0,3,2,242,34.6031746031746,16.865079365079367,10.03968253968254,38.492063492063494,111
Lead 0.75 A5/B25 X40/Y15,0.05,0.25,0.0075,0.4,0.15,0.35922755357885117,0.3060230220037057,3.204660459076701,-0.2558923759774204,1914.3784549309723,269,4039.7220876487786,0.0,3,1,242,32.817460317460316,5.238095238095238,25.515873015873012,36.42857142857142,111
Original strict SMA20 A10/B20 X25/Y33,0.1,0.2,0.0,0.25,0.3333333333333333,0.2063777441614476,0.18932494175619846,3.336772811426547,-0.28715136075433567,605.375013390591,332,1286.9470121716176,0.0,2,1,0,39.04761904761905,37.89682539682539,15.396825396825397,7.658730158730159,112
Lead 0.75 A10/B20 X40/Y15,0.1,0.2,0.0075,0.4,0.15,0.23767085305780866,0.19602215615837928,3.135666863833876,-0.23495322267618673,775.1050953071516,302,1580.903433897466,0.0,2,1,291,33.84920634920635,36.507936507936506,23.76984126984127,5.873015873015873,112
Lead 0.75 A5/B25 X40/Y15,0.05,0.25,0.0075,0.4,0.15,0.29779395034614065,0.24686207655328518,3.307303237133687,-0.23495322267618649,1225.110444224278,296,2688.1257179086165,0.0,4,0,291,28.809523809523807,5.277777777777778,65.91269841269842,0.0,112
Original strict SMA20 A10/B20 X25/Y33,0.1,0.2,0.0,0.25,0.3333333333333333,0.16821839232766833,0.19870549767300483,3.7074020287311473,-0.3862820529832166,443.9198542150602,305,1395.140293487732,0.0,4,2,0,41.785714285714285,21.30952380952381,26.865079365079364,10.03968253968254,113
Lead 0.75 A10/B20 X40/Y15,0.1,0.2,0.0075,0.4,0.15,0.2619728051090804,0.22731711993535103,3.2705169934652076,-0.26555183823643974,935.1064021862428,282,2150.2359835102698,0.0,4,2,311,32.73809523809524,21.26984126984127,35.992063492063494,10.0,113
Lead 0.75 A5/B25 X40/Y15,0.05,0.25,0.0075,0.4,0.15,0.3432124746155232,0.226446267006293,3.515475667382956,-0.26555183823643985,1707.4583461347163,260,3679.647665851529,0.0,5,1,311,31.071428571428573,6.507936507936509,56.547619047619044,5.873015873015873,113
Original strict SMA20 A10/B20 X25/Y33,0.1,0.2,0.0,0.25,0.3333333333333333,0.29502175357279814,0.16700458243902325,3.5944762398788623,-0.17964147149529638,1200.086653803833,302,1804.655527915178,0.0,3,0,0,36.46825396825397,51.07142857142857,12.46031746031746,0.0,114
Lead 0.75 A10/B20 X40/Y15,0.1,0.2,0.0075,0.4,0.15,0.32755875804485424,0.19891403382529094,3.207393740709532,-0.22889676180849572,1524.8165868089768,295,2144.1512043180874,0.0,3,0,262,33.57142857142857,43.92857142857143,22.5,0.0,114
Lead 0.75 A5/B25 X40/Y15,0.05,0.25,0.0075,0.4,0.15,0.46122786585871745,0.2692629199852661,3.254401759450925,-0.22889676180849605,3848.7134175822816,253,6400.106833843316,0.0,5,0,262,26.626984126984127,6.388888888888888,66.98412698412697,0.0,114
Original strict SMA20 A10/B20 X25/Y33,0.1,0.2,0.0,0.25,0.3333333333333333,0.300108324987042,0.28525896930563593,3.433742963686016,-0.4116816153137739,1246.3587527934076,299,2637.6942176382177,0.0,1,1,0,44.36507936507936,13.253968253968255,2.6984126984126986,39.682539682539684,115
Lead 0.75 A10/B20 X40/Y15,0.1,0.2,0.0075,0.4,0.15,0.483289342265826,0.320428010683987,3.4760173930798643,-0.42635740030113145,4447.573329582059,269,7494.736529607326,0.0,2,1,283,34.523809523809526,3.888888888888889,15.119047619047619,46.46825396825397,115
Lead 0.75 A5/B25 X40/Y15,0.05,0.25,0.0075,0.4,0.15,0.4841126569187697,0.3227858997218796,3.4800112586985374,-0.4263707629632927,4471.455560899421,264,7545.806918534655,0.0,2,1,283,33.57142857142857,2.0238095238095237,17.936507936507937,46.46825396825397,115
Original strict SMA20 A10/B20 X25/Y33,0.1,0.2,0.0,0.25,0.3333333333333333,0.25875949679682275,0.18682266271073808,3.7590154183612983,-0.4248402729678959,912.3787874671831,310,1130.8632910939525,0.0,3,1,0,36.11111111111111,39.36507936507937,12.658730158730158,11.865079365079364,116
Lead 0.75 A10/B20 X40/Y15,0.1,0.2,0.0075,0.4,0.15,0.31350459026960964,0.20736535149320542,3.3844058175295713,-0.4939445763054564,1375.9717532348377,295,1670.6887743448053,0.0,4,1,290,30.555555555555557,32.261904761904766,27.6984126984127,9.484126984126984,116
Lead 0.75 A5/B25 X40/Y15,0.05,0.25,0.0075,0.4,0.15,0.32640297066720825,0.23061916826519377,3.316772298378148,-0.4965270862144136,1512.0529103240492,279,1848.490404658989,0.0,5,1,290,26.984126984126984,14.484126984126986,49.12698412698413,9.404761904761905,116
Original strict SMA20 A10/B20 X25/Y33,0.1,0.2,0.0,0.25,0.3333333333333333,0.2647157511749503,0.23068333906898247,3.564722835963783,-0.4168266866508233,954.9072448229302,304,2488.37208264242,0.0,3,1,0,39.285714285714285,24.444444444444443,17.61904761904762,18.650793650793652,117
Lead 0.75 A10/B20 X40/Y15,0.1,0.2,0.0075,0.4,0.15,0.38464535751810547,0.25679682816369925,3.396509296500125,-0.24029710552954978,2289.1952712778484,265,4812.54835416781,0.0,2,2,262,31.507936507936506,17.6984126984127,28.53174603174603,22.26190476190476,117
Lead 0.75 A5/B25 X40/Y15,0.05,0.25,0.0075,0.4,0.15,0.4079837997841165,0.2664587503430072,3.4966782115658877,-0.2357610391649866,2689.923324954762,273,5361.243531225124,0.0,5,2,262,29.682539682539684,7.738095238095238,45.357142857142854,17.22222222222222,117
Original strict SMA20 A10/B20 X25/Y33,0.1,0.2,0.0,0.25,0.3333333333333333,0.261980670888587,0.2397708948529228,3.402389167844111,-0.43679459323549874,935.162653595571,287,2783.603136124028,0.0,3,1,0,40.714285714285715,14.920634920634921,27.34126984126984,17.023809523809526,118
Lead 0.75 A10/B20 X40/Y15,0.1,0.2,0.0075,0.4,0.15,0.28968368983759163,0.25707194198514555,3.0329106160437855,-0.3372820182585225,1153.1883232614011,266,2357.6960480916514,0.0,3,1,258,32.53968253968254,9.126984126984127,49.007936507936506,9.325396825396826,118
Lead 0.75 A5/B25 X40/Y15,0.05,0.25,0.0075,0.4,0.15,0.2832710215884364,0.2425846766069843,3.094934331612112,-0.2721620645723149,1099.0253772610536,272,2072.1864281470407,0.0,2,0,258,32.02380952380952,7.420634920634921,60.55555555555555,0.0,118
Original strict SMA20 A10/B20 X25/Y33,0.1,0.2,0.0,0.25,0.3333333333333333,0.26434285542497316,0.19798003319120683,3.8329880546239186,-0.20117588596366687,952.1934889266244,330,2093.9998251423262,0.0,5,1,0,38.05555555555556,27.420634920634924,24.08730158730159,10.436507936507937,119
Lead 0.75 A10/B20 X40/Y15,0.1,0.2,0.0075,0.4,0.15,0.3621898457232584,0.22961641014208337,3.314108927026792,-0.21610456828934324,1955.0255865150843,276,2700.866642943927,0.0,5,2,250,31.150793650793652,20.158730158730158,40.63492063492063,8.055555555555555,119
Lead 0.75 A5/B25 X40/Y15,0.05,0.25,0.0075,0.4,0.15,0.3693573062610114,0.24305314578833312,3.3123508074290413,-0.21749682385182958,2056.5927413827258,272,2751.782309152902,0.0,5,1,250,29.92063492063492,10.952380952380953,54.84126984126985,4.285714285714286,119
Original strict SMA20 A10/B20 X25/Y33,0.1,0.2,0.0,0.25,0.3333333333333333,0.2331758859615345,0.22092283947475772,3.713262505445081,-0.23714809132052778,748.360373823115,317,2183.777794022568,0.0,3,2,0,43.96825396825397,12.936507936507939,30.674603174603178,12.420634920634921,120
Lead 0.75 A10/B20 X40/Y15,0.1,0.2,0.0075,0.4,0.15,0.35184414485803184,0.23005998182950002,3.44418314053051,-0.23953196241993324,1816.3439806340177,280,2838.01363035506,0.0,3,2,274,37.301587301587304,17.023809523809526,36.03174603174603,9.642857142857144,120
Lead 0.75 A5/B25 X40/Y15,0.05,0.25,0.0075,0.4,0.15,0.3308920755079088,0.24401825498927748,3.3965456718550042,-0.23999450379060255,1562.1700367688052,272,2634.650550906283,0.0,4,2,274,33.84920634920635,4.007936507936508,55.952380952380956,6.190476190476191,120
Original strict SMA20 A10/B20 X25/Y33,0.1,0.2,0.0,0.25,0.3333333333333333,0.11817366779232064,0.1810071878837247,3.6622160803887,-0.27268043367009015,290.9339371527473,324,1304.6995396723055,0.0,3,0,0,42.06349206349206,11.071428571428571,46.86507936507937,0.0,121
Lead 0.75 A10/B20 X40/Y15,0.1,0.2,0.0075,0.4,0.15,0.23043268024636454,0.21473500562281722,3.308119944996731,-0.34670366689903087,732.4478941805576,273,2070.6983781691615,0.0,2,0,309,30.833333333333336,5.0396825396825395,64.12698412698413,0.0,121
Lead 0.75 A5/B25 X40/Y15,0.05,0.25,0.0075,0.4,0.15,0.22129057901462756,0.21783228709201358,3.337524379573059,-0.34584442695140666,681.5831336018399,279,1975.7045634582462,0.0,2,0,309,30.436507936507933,2.738095238095238,66.82539682539682,0.0,121
Original strict SMA20 A10/B20 X25/Y33,0.1,0.2,0.0,0.25,0.3333333333333333,0.18531967562009966,0.23579623497016644,3.2543516090281903,-0.29950339378356605,510.7588878779511,269,2025.98926090192,0.0,3,1,0,44.96031746031746,6.984126984126984,28.65079365079365,19.404761904761905,122
Lead 0.75 A10/B20 X40/Y15,0.1,0.2,0.0075,0.4,0.15,0.22734417187457412,0.27217705377605256,2.739774429838635,-0.44472181976306246,714.8959237780558,229,2913.6876048470085,0.0,2,1,246,35.63492063492063,5.198412698412699,34.20634920634921,24.960317460317462,122
Lead 0.75 A5/B25 X40/Y15,0.05,0.25,0.0075,0.4,0.15,0.24239674471061323,0.2689031562730709,2.7838096824630805,-0.4453974759790197,804.1447570564792,231,3124.075966792583,0.0,3,2,246,35.43650793650794,2.1825396825396823,39.64285714285714,22.738095238095237,122
Original strict SMA20 A10/B20 X25/Y33,0.1,0.2,0.0,0.25,0.3333333333333333,0.29912229054506456,0.26723211046251705,2.987411097232904,-0.31486941281591796,1237.2658989527704,306,1992.203786256925,0.0,4,2,0,41.50793650793651,29.88095238095238,8.769841269841269,19.841269841269842,123
Lead 0.75 A10/B20 X40/Y15,0.1,0.2,0.0075,0.4,0.15,0.3879938169007804,0.28229174513137095,3.007737321657219,-0.23853304916956503,2343.1842681066196,272,3056.8130048853177,0.0,4,2,302,34.007936507936506,17.3015873015873,29.404761904761905,19.28571428571429,123
Lead 0.75 A5/B25 X40/Y15,0.05,0.25,0.0075,0.4,0.15,0.3822161151832195,0.2789501840879014,3.1356912298894923,-0.2382317740479462,2250.728072669767,265,3206.1536114526257,0.0,3,1,302,30.992063492063494,7.698412698412699,44.801587301587304,16.507936507936506,123
Original strict SMA20 A10/B20 X25/Y33,0.1,0.2,0.0,0.25,0.3333333333333333,0.3198610591261202,0.17184758785239587,3.9172831882434345,-0.24217048754567397,1441.596925498959,269,2512.4776460932712,0.0,4,1,0,34.48412698412698,36.388888888888886,26.50793650793651,2.619047619047619,124
Lead 0.75 A10/B20 X40/Y15,0.1,0.2,0.0075,0.4,0.15,0.35829681209330144,0.17514341145931578,3.58947122260625,-0.15297258248667336,1901.7646066009195,256,2542.0565937023925,0.0,3,1,243,31.746031746031743,41.74603174603175,23.41269841269841,3.0952380952380953,124
Lead 0.75 A5/B25 X40/Y15,0.05,0.25,0.0075,0.4,0.15,0.4440101782379233,0.23215518316620068,3.46518351465579,-0.346650602973532,3432.6979960655417,244,4119.6933038311045,0.0,5,1,243,26.904761904761905,12.658730158730158,58.01587301587302,2.420634920634921,124
Original strict SMA20 A10/B20 X25/Y33,0.1,0.2,0.0,0.25,0.3333333333333333,0.21939540586585804,0.24469437216321624,3.7264976571941855,-0.38339008603135943,671.4439188500753,310,1746.8759485271746,0.0,2,1,0,44.12698412698413,11.071428571428571,15.158730158730158,29.642857142857142,125
Lead 0.75 A10/B20 X40/Y15,0.1,0.2,0.0075,0.4,0.15,0.26511046745208233,0.2599983680523596,3.3008222281468247,-0.31355341584237434,957.7873513386792,282,2079.061490793287,0.0,2,1,319,31.666666666666664,3.134920634920635,45.07936507936508,20.11904761904762,125
Lead 0.75 A5/B25 X40/Y15,0.05,0.25,0.0075,0.4,0.15,0.30727221893431333,0.2537915927217735,3.348293362723157,-0.24411129941854764,1314.240748714664,277,2277.898726041375,0.0,4,2,319,32.61904761904762,2.5396825396825395,50.43650793650794,14.404761904761903,125
Original strict SMA20 A10/B20 X25/Y33,0.1,0.2,0.0,0.25,0.3333333333333333,0.26353639533564643,0.2482682042307632,3.2178238213962778,-0.4117062756840098,946.3480893168696,294,2484.2834323562683,0.0,5,1,0,41.19047619047619,11.11111111111111,37.5,10.198412698412698,126
Lead 0.75 A10/B20 X40/Y15,0.1,0.2,0.0075,0.4,0.15,0.2848270851626431,0.28035008398508476,2.9668405424433724,-0.3494721463674995,1111.9543639588474,279,2858.8206648432224,0.0,3,2,269,31.19047619047619,6.111111111111111,50.198412698412696,12.5,126
Lead 0.75 A5/B25 X40/Y15,0.05,0.25,0.0075,0.4,0.15,0.27320619273779756,0.24464862513542684,3.1476673078057473,-0.2812016194526828,1018.6030845196107,283,2463.128965697243,0.0,4,1,269,31.30952380952381,8.373015873015872,57.1031746031746,3.214285714285714,126
Original strict SMA20 A10/B20 X25/Y33,0.1,0.2,0.0,0.25,0.3333333333333333,0.2865497950732916,0.18918595481250586,3.6575176095822433,-0.2155125358674028,1126.426858055588,293,2026.1357328216188,0.0,4,0,0,34.76190476190476,34.64285714285714,30.5952380952381,0.0,127
Lead 0.75 A10/B20 X40/Y15,0.1,0.2,0.0075,0.4,0.15,0.2886762575203785,0.20958199719595189,3.3264040157214994,-0.27239580386366863,1144.5239960477359,288,2509.5851449029483,0.0,3,0,251,28.76984126984127,30.793650793650794,40.43650793650794,0.0,127
Lead 0.75 A5/B25 X40/Y15,0.05,0.25,0.0075,0.4,0.15,0.3413672496407829,0.22021254875896934,3.3642557226673104,-0.27477764135608457,1684.955140209281,260,3661.2647082794983,0.0,3,0,251,26.904761904761905,18.76984126984127,54.32539682539682,0.0,127
Original strict SMA20 A10/B20 X25/Y33,0.1,0.2,0.0,0.25,0.3333333333333333,0.21583300275559703,0.2218301302331257,3.3983877335828563,-0.3249444914271075,652.7502143649381,317,2316.0032274390533,0.0,1,1,0,39.523809523809526,32.46031746031746,5.952380952380952,22.063492063492063,128
Lead 0.75 A10/B20 X40/Y15,0.1,0.2,0.0075,0.4,0.15,0.25149021596043686,0.24624224584472051,3.1215066086956194,-0.327752382456165,862.7802523614077,300,2455.3226936525557,0.0,2,3,274,34.04761904761905,27.8968253968254,12.857142857142856,25.198412698412696,128
Lead 0.75 A5/B25 X40/Y15,0.05,0.25,0.0075,0.4,0.15,0.34246692152264013,0.2674549861711493,3.298515311609906,-0.3277523824561651,1698.3338178968036,280,4817.436647807144,0.0,5,3,274,30.714285714285715,10.317460317460316,38.01587301587301,20.952380952380953,128
Original strict SMA20 A10/B20 X25/Y33,0.1,0.2,0.0,0.25,0.3333333333333333,0.3059141346495702,0.2780616118226307,3.623209737467139,-0.4218511152231082,1301.1231674381327,319,4635.978110824984,0.0,1,2,0,39.72222222222222,19.047619047619047,0.2777777777777778,40.95238095238095,129
Lead 0.75 A10/B20 X40/Y15,0.1,0.2,0.0075,0.4,0.15,0.30615630005776917,0.3085284667178772,2.997196467378992,-0.30152019271679237,1303.453581890118,309,3586.9986770771425,0.0,3,2,284,31.150793650793652,13.531746031746032,26.031746031746035,29.28571428571429,129
Lead 0.75 A5/B25 X40/Y15,0.05,0.25,0.0075,0.4,0.15,0.29409525793088753,0.3011027972446297,3.0313287147879313,-0.3015201927167928,1191.8261936088559,295,3189.9286104511816,0.0,4,1,284,28.968253968253972,2.261904761904762,54.32539682539682,14.444444444444443,129
Original strict SMA20 A10/B20 X25/Y33,0.1,0.2,0.0,0.25,0.3333333333333333,0.29875101813736316,0.2617061967423882,2.999558000635527,-0.29203405719390646,1233.8575992136023,293,1991.9168264954276,0.0,1,1,0,36.19047619047619,36.904761904761905,7.5396825396825395,19.365079365079367,130
Lead 0.75 A10/B20 X40/Y15,0.1,0.2,0.0075,0.4,0.15,0.3092939309352718,0.24177354893434666,2.9127885720418374,-0.2432936602543453,1333.9878784746227,270,1851.1183173191725,0.0,3,2,249,31.30952380952381,33.25396825396825,23.57142857142857,11.865079365079364,130
Lead 0.75 A5/B25 X40/Y15,0.05,0.25,0.0075,0.4,0.15,0.36104586625449997,0.26918460945333095,3.108798628964169,-0.243293660254345,1939.2376690920057,257,2597.8566374286493,0.0,4,1,249,27.34126984126984,9.325396825396826,55.11904761904762,8.214285714285714,130
Original strict SMA20 A10/B20 X25/Y33,0.1,0.2,0.0,0.25,0.3333333333333333,0.3987398456365219,0.24871118619883278,3.638078258983515,-0.3850589616797953,2524.2443624052385,283,2875.9672444788725,0.0,3,1,0,35.595238095238095,28.095238095238095,13.88888888888889,22.42063492063492,131
Lead 0.75 A10/B20 X40/Y15,0.1,0.2,0.0075,0.4,0.15,0.44297183514677063,0.263098315999648,3.32134806488838,-0.30483115862845833,3408.9501237903755,264,4018.8739348924173,0.0,2,2,236,29.325396825396826,29.444444444444446,18.571428571428573,22.658730158730158,131
Lead 0.75 A5/B25 X40/Y15,0.05,0.25,0.0075,0.4,0.15,0.4899473692546894,0.2688690142597326,3.302058343209759,-0.2750758283881503,4644.026199918301,240,5021.058242695759,0.0,5,1,236,26.626984126984127,6.15079365079365,58.05555555555556,9.166666666666666,131
Original strict SMA20 A10/B20 X25/Y33,0.1,0.2,0.0,0.25,0.3333333333333333,0.31171814167921763,0.23947212447740665,3.498142692294906,-0.28453640976366934,1358.0168205272805,294,2660.6416242947967,0.0,3,2,0,40.35714285714286,20.515873015873016,20.912698412698415,18.21428571428571,132
Lead 0.75 A10/B20 X40/Y15,0.1,0.2,0.0075,0.4,0.15,0.3469492396315259,0.24671336813229927,3.3103044702862707,-0.2632415153110313,1753.8566046620613,278,2398.8664224357663,0.0,2,3,260,33.095238095238095,21.26984126984127,29.563492063492063,16.071428571428573,132
Lead 0.75 A5/B25 X40/Y15,0.05,0.25,0.0075,0.4,0.15,0.3276721962816005,0.2576307030301035,3.197013869439051,-0.2632415153110308,1526.0745059984508,269,2193.104633112472,0.0,3,2,260,30.674603174603178,6.23015873015873,52.817460317460316,10.277777777777777,132
Original strict SMA20 A10/B20 X25/Y33,0.1,0.2,0.0,0.25,0.3333333333333333,0.19328238582303214,0.2260153549559499,3.3793101133382484,-0.45782617704773687,544.8516579213149,277,2552.0981416488094,0.0,3,1,0,43.76984126984127,14.523809523809526,24.841269841269842,16.865079365079367,133
Lead 0.75 A10/B20 X40/Y15,0.1,0.2,0.0075,0.4,0.15,0.21535499351255116,0.2518554551822249,2.9742283216356884,-0.3218123303456026,650.2776941537298,260,2006.4168089774964,0.0,2,1,273,34.56349206349206,10.198412698412698,34.36507936507937,20.873015873015873,133
Lead 0.75 A5/B25 X40/Y15,0.05,0.25,0.0075,0.4,0.15,0.20402430132837113,0.2566312766566472,2.983363501438793,-0.3203453130205672,594.0731041692427,268,1887.54912124272,0.0,2,1,273,33.611111111111114,6.904761904761905,38.611111111111114,20.873015873015873,133
Original strict SMA20 A10/B20 X25/Y33,0.1,0.2,0.0,0.25,0.3333333333333333,0.18869362564946002,0.2902601680985905,3.026454924857186,-0.4682140731053498,524.9638793529646,304,1350.1581806700208,0.0,2,1,0,44.12698412698413,14.96031746031746,4.880952380952381,36.03174603174603,134
Lead 0.75 A10/B20 X40/Y15,0.1,0.2,0.0075,0.4,0.15,0.30760820788459586,0.3216495801874772,2.6878208323666577,-0.44858569166510165,1317.5042639595467,251,2166.853953607947,0.0,1,1,259,36.23015873015873,11.587301587301587,9.087301587301587,43.095238095238095,134
Lead 0.75 A5/B25 X40/Y15,0.05,0.25,0.0075,0.4,0.15,0.310629726354293,0.3221774088947224,2.699681624676893,-0.4491795881099834,1347.1807969680456,253,2216.592120559676,0.0,1,1,259,36.19047619047619,11.587301587301587,9.682539682539684,42.53968253968254,134
Original strict SMA20 A10/B20 X25/Y33,0.1,0.2,0.0,0.25,0.3333333333333333,0.3098628880270904,0.24769800200372777,3.1202263715838843,-0.36046760505366315,1339.5929298206815,269,2634.66152000224,0.0,3,2,0,38.2936507936508,26.865079365079364,20.07936507936508,14.761904761904763,135
Lead 0.75 A10/B20 X40/Y15,0.1,0.2,0.0075,0.4,0.15,0.43273731962804574,0.271947165584562,3.066344423707797,-0.26725468579230655,3182.635700717916,235,4727.708243836236,0.0,5,3,268,28.968253968253972,12.658730158730158,47.65873015873016,10.714285714285714,135
Lead 0.75 A5/B25 X40/Y15,0.05,0.25,0.0075,0.4,0.15,0.4100865995658569,0.26165669821620563,3.121482664298435,-0.26725468579230643,2728.9459272173863,233,4372.992385833447,0.0,6,2,268,28.76984126984127,11.230158730158731,50.87301587301587,9.126984126984127,135
Original strict SMA20 A10/B20 X25/Y33,0.1,0.2,0.0,0.25,0.3333333333333333,0.3265135841316966,0.23917911631403216,3.6197395772526035,-0.2993546314467065,1513.2702872224822,292,3009.1440128922522,0.0,3,1,0,41.07142857142857,16.30952380952381,24.166666666666668,18.452380952380953,136
Lead 0.75 A10/B20 X40/Y15,0.1,0.2,0.0075,0.4,0.15,0.3355448244545711,0.25994388749351766,3.123778025608645,-0.2748766676293674,1615.6806693513988,254,2716.7755665273917,0.0,2,1,273,32.73809523809524,14.761904761904763,32.34126984126984,20.158730158730158,136
Lead 0.75 A5/B25 X40/Y15,0.05,0.25,0.0075,0.4,0.15,0.34314844242830067,0.25551228407122156,3.281803717380979,-0.2748766676293674,1706.672960261331,263,3498.772724127017,0.0,5,2,273,30.674603174603178,4.523809523809524,54.52380952380952,10.277777777777777,136
Original strict SMA20 A10/B20 X25/Y33,0.1,0.2,0.0,0.25,0.3333333333333333,0.22220674477632052,0.1642229976223715,3.8909954206532302,-0.215157279784762,686.5336714936883,295,1170.8117852262806,0.0,4,1,0,37.26190476190476,33.33333333333333,19.642857142857142,9.761904761904763,137
Lead 0.75 A10/B20 X40/Y15,0.1,0.2,0.0075,0.4,0.15,0.2430841305805429,0.1797069404769177,3.3493833030230933,-0.2839508983987979,808.4488633544692,266,1048.6340112294417,0.0,4,1,288,31.38888888888889,29.04761904761905,32.34126984126984,7.222222222222221,137
Lead 0.75 A5/B25 X40/Y15,0.05,0.25,0.0075,0.4,0.15,0.24786750840006788,0.189642318090468,3.5774211747081095,-0.3491245814038873,838.9766193901659,267,1216.6888722322915,0.0,4,0,288,27.420634920634924,12.063492063492063,60.51587301587301,0.0,137
