simulation,cagr,ann_volatility,sharpe,max_drawdown,end_$,rebalances,pct_days_cash,pct_days_1x,pct_days_2x,pct_days_3x,tier2_entries,tier3_entries,worst_daily_return
46,0.2850188567573919,0.2586441470860102,3.2705389433130327,-0.40393556160672967,1113.557151135384,283,43.214285714285715,19.761904761904763,15.833333333333332,21.19047619047619,2,1,-0.10451325381922333
47,0.27383030630402394,0.2286112463974098,3.776088762783104,-0.2331984525924399,1023.4321130780324,306,38.57142857142858,14.206349206349206,28.253968253968253,18.96825396825397,3,2,-0.08651754706118264
48,0.20858621892658857,0.2669081206457273,3.2600022534923525,-0.2939331855547167,616.1556373423351,316,40.833333333333336,20.793650793650794,12.738095238095237,25.634920634920633,2,2,-0.10583369511395992
49,0.2930758340284947,0.22718059194126625,3.6864329225919006,-0.3145660346674858,1182.7961253441008,303,41.42857142857143,13.65079365079365,36.58730158730158,8.333333333333332,2,1,-0.09942559596249831
50,0.23755307593334352,0.2598027172367989,3.331357257685055,-0.3885232635582984,774.3935435139,328,44.404761904761905,21.428571428571427,10.277777777777777,23.88888888888889,2,2,-0.10420345304201437
51,0.281962630601591,0.30136088365020003,3.606407136506916,-0.292984456792427,1088.2587113898287,298,44.08730158730159,7.896825396825396,0.0,48.01587301587302,0,2,-0.09695201299837489
52,0.2707233518653418,0.19630517951580898,3.5084129535384174,-0.3556935235988384,999.5938971903613,306,39.72222222222222,37.579365079365076,5.198412698412699,17.5,1,2,-0.10583369511396025
53,0.3085431165618673,0.22129236663298876,3.824631992558764,-0.31592091738921824,1326.6234473720542,326,38.2936507936508,24.682539682539684,16.746031746031743,20.27777777777778,2,2,-0.10583369511396025
54,0.2687599486776986,0.1866047756607078,3.267810503242466,-0.18951507263927006,984.7874727393349,283,38.57142857142858,35.79365079365079,25.634920634920633,0.0,4,0,-0.0883111701871808
55,0.28681192519455156,0.15750159270411504,4.10894236132234,-0.18647218605264695,1128.6437523994844,312,34.285714285714285,46.230158730158735,19.484126984126984,0.0,2,0,-0.04546042155918421
56,0.30537935152015216,0.20084687402183107,3.641674788488287,-0.21157910408007002,1295.990049619337,307,36.74603174603175,33.53174603174603,18.80952380952381,10.912698412698413,3,1,-0.07027946520851935
57,0.25319412439376654,0.2592967874671727,3.0941748841766534,-0.3764800493855936,874.1839803940334,297,41.19047619047619,28.095238095238095,11.984126984126984,18.73015873015873,3,1,-0.10451325381922366
58,0.27603705675376533,0.2766171902484755,3.5709258000084523,-0.3787020858253602,1040.6716688020595,328,38.88888888888889,20.158730158730158,3.650793650793651,37.301587301587304,1,2,-0.09733002690927066
59,0.21502247735662827,0.20506716478079245,3.333057941697615,-0.25555464497294417,648.5626968040954,321,38.53174603174603,28.61111111111111,29.246031746031747,3.6111111111111107,4,1,-0.10539306332320135
60,0.3471905991230195,0.2656771878664529,3.3695625345011164,-0.288469911672517,1756.8919825611797,321,40.833333333333336,21.50793650793651,25.436507936507937,12.222222222222221,5,2,-0.10539306332320157
61,0.26730629145019824,0.30098770519687557,3.3954103126684956,-0.3995805112790946,973.95213038921,300,40.43650793650794,15.158730158730158,2.380952380952381,42.023809523809526,2,2,-0.12515532893886097
62,0.25864933945783,0.19137734030864736,3.76335062137113,-0.264516267505829,911.6085043779839,301,39.285714285714285,32.976190476190474,17.46031746031746,10.277777777777777,2,1,-0.06292959966810437
63,0.07354686848310066,0.30275745984089697,3.544299504973075,-0.5131308702110893,196.37509813890304,339,45.27777777777778,0.0,0.0,54.72222222222223,0,1,-0.10543308670169715
64,0.43418687228115105,0.29524127628840385,3.3510399607398207,-0.20631901462251814,3213.847913885299,299,38.492063492063494,20.238095238095237,18.452380952380953,22.817460317460316,4,1,-0.1581090394291522
65,0.423787956987707,0.34072064711291883,3.3157640910358466,-0.30604395003463036,2995.879030798664,312,38.21428571428571,19.28571428571429,2.619047619047619,39.88095238095239,1,1,-0.1581090394291522
66,0.2754639308550939,0.25986422186352587,3.6645396590183013,-0.2927034404600288,1036.1694583448907,288,40.595238095238095,15.634920634920634,3.6111111111111107,40.15873015873016,2,2,-0.08889918697225284
67,0.3090918397032967,0.1875306038472722,3.5477046113377213,-0.2591978437306749,1332.0020526171827,301,36.388888888888886,44.166666666666664,7.698412698412699,11.746031746031745,2,1,-0.06739621306107922
68,0.2655980057618945,0.23450795389077037,3.6632444433120273,-0.429178913776369,961.3554949974266,320,38.452380952380956,29.325396825396826,11.785714285714285,20.436507936507937,4,2,-0.07166602335343954
69,0.20856005608386718,0.2874046809186499,3.45186967777606,-0.4433549581505511,616.0269232938156,303,46.62698412698413,5.555555555555555,11.547619047619047,36.269841269841265,1,1,-0.15810903942915186
70,0.2117863369652211,0.29669693563673033,3.259888106331363,-0.4488765122909799,632.082372606578,296,43.92857142857143,8.968253968253968,8.095238095238095,39.007936507936506,2,2,-0.15810903942915186
71,0.35247382485609724,0.2783302360211293,3.379458450627966,-0.4328545338458271,1824.525527667753,304,38.492063492063494,24.6031746031746,10.158730158730158,26.746031746031747,2,2,-0.1581090394291522
72,0.32102287946863606,0.1882473516876777,3.867262510019725,-0.3461284959656448,1453.89048527265,310,31.98412698412698,42.34126984126984,16.904761904761905,8.769841269841269,3,1,-0.0892952436107991
73,0.32728689357799934,0.24008993768585984,3.441012259818112,-0.4390751965635125,1521.8056576550805,329,38.76984126984127,39.920634920634924,0.0,21.30952380952381,0,2,-0.08455265545208232
74,0.3283114807996079,0.24996588951315898,3.350761634052272,-0.22709170705165657,1533.1809551554643,308,41.785714285714285,21.30952380952381,19.603174603174605,17.3015873015873,4,3,-0.12842637692605857
75,0.24468970549786917,0.1867046448280215,3.692848544451128,-0.21919933692075935,818.5828197144995,288,37.26190476190476,38.492063492063494,5.952380952380952,18.29365079365079,2,1,-0.06683860254584843
76,0.24108979222772886,0.23650029967984063,3.6190804030124877,-0.4217344884462992,796.0178124781712,302,41.07142857142857,16.666666666666664,18.69047619047619,23.57142857142857,3,1,-0.09733002690927066
77,0.29710333753082674,0.2622491928890916,3.1477499172800467,-0.27762591850953056,1218.8331340540203,295,37.857142857142854,20.873015873015873,30.317460317460316,10.952380952380953,3,1,-0.12515532893886064
78,0.24383799370016734,0.1971024400287645,3.8979274165130855,-0.3681000595789181,813.1929533310262,295,37.023809523809526,26.42857142857143,23.61111111111111,12.936507936507939,3,1,-0.06869918001633629
79,0.31796237022815443,0.21256465642900904,3.2382724042481987,-0.16758635944719047,1421.706801338331,316,35.55555555555556,50.91269841269841,5.992063492063492,7.5396825396825395,2,1,-0.09311137338186468
80,0.4218191451276443,0.2878051855712339,3.296185387488727,-0.24176849793958288,2956.1364701193943,269,41.50793650793651,21.58730158730159,7.023809523809524,29.88095238095238,4,3,-0.1324799100426954
81,0.3752127948960613,0.23495001913345895,3.5847557367364087,-0.2406493667018709,2143.051603548917,304,33.37301587301587,31.587301587301585,20.27777777777778,14.761904761904763,4,1,-0.09008440147406649
82,0.4229273896914345,0.30619824165590354,3.263123257367921,-0.35938454027779765,2978.4490246913924,314,40.23809523809524,25.396825396825395,13.055555555555557,21.30952380952381,2,1,-0.15810903942915186
