strategy,cagr,ann_volatility,sharpe,max_drawdown,end_$,rebalances,pct_days_cash,simulation
SMA20 1x/cash,3.942471873214367,0.541257597333486,3.5807054967055407,-0.20944022770398482,492989885.18138486,254,46.82539682539682,46
SMA20 1x/cash,5.354338845381706,0.59378623529808,3.8116978983601597,-0.2094150147569902,5571938583.056401,310,44.404761904761905,47
SMA20 1x/cash,2.8438026091738955,0.532841462746153,3.201233454890796,-0.2421769379947876,43563215.007346205,271,56.23015873015873,48
SMA20 1x/cash,3.6785042547632587,0.5017301923101655,3.738674561927805,-0.19175798184673762,290260017.86763453,266,49.523809523809526,49
SMA20 1x/cash,4.1869150330432,0.5670100595240825,3.6464397998782285,-0.274595295314564,785541131.7007312,322,46.86507936507937,50
SMA20 1x/cash,3.7801017446738054,0.5369472369477164,3.662272373846861,-0.33944781418995845,357134181.628585,316,49.88095238095238,51
SMA20 1x/cash,4.728607100074456,0.5683426227372487,3.711774793099996,-0.3394478141899587,2048843833.2625668,264,47.26190476190476,52
SMA20 1x/cash,4.4201878849702325,0.5146800191224695,4.025173468177614,-0.16519726867360854,1201024409.4352717,310,45.79365079365079,53
SMA20 1x/cash,2.7232583146416025,0.47462435862326835,3.600688200178874,-0.20941501475699012,32031060.162135225,330,52.46031746031746,54
SMA20 1x/cash,4.26380557480966,0.5454020804416752,3.689516983889328,-0.19247633567054934,905409707.396403,262,46.70634920634921,55
SMA20 1x/cash,3.5574501767712414,0.49921574450608647,3.7722653955271346,-0.3394478141899586,225377465.08268198,299,49.404761904761905,56
SMA20 1x/cash,3.68831356135889,0.505919817823544,3.7247027234010313,-0.19247633567054934,296186940.278043,268,46.904761904761905,57
SMA20 1x/cash,3.4195619296854236,0.47631801406988095,3.8021413333343856,-0.21429326619185432,167548695.70920163,263,49.84126984126984,58
SMA20 1x/cash,5.07166109713666,0.5738546930017917,3.8288004131901863,-0.19871237297532054,3591505881.57797,294,45.0,59
SMA20 1x/cash,5.061788874554303,0.5884936074527064,3.774807287156489,-0.21410969452142062,3535542952.6714396,312,45.75396825396825,60
SMA20 1x/cash,3.8249472909963753,0.5497207565981846,3.6876870214840047,-0.33944781418995845,390813980.7119733,358,49.76190476190476,61
SMA20 1x/cash,3.3454236346250266,0.47660834989609674,3.88489933380131,-0.27459529531456406,142309774.57177958,320,46.54761904761905,62
SMA20 1x/cash,4.010543577189846,0.5012730620821793,3.9698453256991604,-0.2094150147569905,562562327.7097396,312,48.13492063492063,63
SMA20 1x/cash,4.321704062453098,0.565888838916161,3.590942852861027,-0.3394478141899584,1006225991.007715,263,47.023809523809526,64
SMA20 1x/cash,4.2998964471511885,0.5880495619364852,3.4823668317873553,-0.33944781418995873,967129638.0020275,268,51.34920634920634,65
SMA20 1x/cash,4.112148658247425,0.5481953722024445,3.672210955931223,-0.3394478141899586,682831408.3429012,292,50.23809523809524,66
SMA20 1x/cash,3.6801380092942457,0.5299993221860667,3.6600308119895764,-0.27459529531456384,291239715.2968645,313,47.817460317460316,67
