strategy,cagr,ann_volatility,sharpe,max_drawdown,calmar,end_$,rebalances,trading_costs_total,funding_costs_total,pct_days_cash,pct_days_1x,pct_days_2x,pct_days_3x,tier2_entries,tier3_entries,lead_only_days,simulation
Guarded A5/B25 SMA20 Lead,0.9948482914885981,0.33295608371308955,3.6639553986250566,-0.21668062676642716,4.591311675321134,77632.32523523881,275,77086.99414274322,0.0,29.88095238095238,10.833333333333334,59.285714285714285,0.0,7,0,171,65
Guarded A5/B25 SMA20 Lead,0.5810007179551302,0.3408691929498605,3.2041951942858846,-0.1958175893011253,2.967050713006563,8232.153516783324,309,13983.64268264368,0.0,33.01587301587301,7.658730158730159,54.563492063492056,4.761904761904762,5,1,239,66
Guarded A5/B25 SMA20 Lead,0.8797556219872209,0.3738435429186366,3.4710140189207297,-0.3720226060316667,2.3647907619687385,43748.87680992083,293,35623.529758297394,0.0,34.32539682539682,4.523809523809524,42.857142857142854,18.29365079365079,6,3,195,67
Guarded A5/B25 SMA20 Lead,0.7297070324528603,0.3953456228982925,3.3016308141964914,-0.3601558376452799,2.0260869217717747,19601.540555947373,326,16802.69476931702,0.0,33.611111111111114,4.325396825396825,43.96825396825397,18.095238095238095,7,6,226,68
Guarded A5/B25 SMA20 Lead,0.40500607202500083,0.3667015605241302,2.834505587012683,-0.383289773610155,1.0566576514951154,2635.5198641727834,320,5549.019102378529,0.0,34.24603174603175,1.3095238095238095,56.86507936507936,7.579365079365079,5,3,275,69
Guarded A5/B25 SMA20 Lead,0.9042842396741597,0.34792922325593356,3.364416883541979,-0.2476614965688289,3.6512911865686206,49579.858622296495,265,60249.785065924174,0.0,27.579365079365083,12.738095238095237,56.30952380952381,3.373015873015873,8,2,204,70
Guarded A5/B25 SMA20 Lead,0.9336177518536202,0.4291292222800529,3.3776180559624565,-0.2822195334428455,3.308125913413057,57461.41742754149,304,64492.53675725138,0.0,37.38095238095238,6.309523809523809,20.436507936507937,35.87301587301587,6,7,207,71
Guarded A5/B25 SMA20 Lead,1.111431893740678,0.42003026196673393,3.2497180465919295,-0.27054454583429605,4.10812899706879,134308.6267810406,296,188253.3926647302,0.0,27.6984126984127,12.063492063492063,54.6031746031746,5.634920634920635,9,2,176,72
Guarded A5/B25 SMA20 Lead,0.48317257112889056,0.3279859797712287,2.9571462922369283,-0.2380520780660417,2.029692725449959,4444.195375317598,304,5530.755480949523,0.0,30.317460317460316,16.547619047619047,53.13492063492063,0.0,4,0,192,73
Guarded A5/B25 SMA20 Lead,0.9967875589718649,0.4126463577891484,3.296989862307322,-0.4636889243145811,2.149690248576248,78363.74418004211,310,69835.39273842824,0.0,28.41269841269841,11.547619047619047,47.817460317460316,12.222222222222221,9,2,218,74
Guarded A5/B25 SMA20 Lead,1.0294225130726344,0.3751900649503473,3.4124381405976796,-0.2584656359057652,3.9828215827033766,91635.46476898357,253,97565.44506278225,0.0,32.65873015873016,7.063492063492063,43.69047619047619,16.587301587301585,8,4,180,75
Guarded A5/B25 SMA20 Lead,0.9381347679685725,0.38824218982733666,3.267999439499092,-0.29205301607296086,3.2122070868605825,58770.05239927523,248,100452.69384483209,0.0,35.23809523809524,8.928571428571429,29.761904761904763,26.071428571428573,8,6,198,76
Guarded A5/B25 SMA20 Lead,1.007378120736873,0.4233297459275103,3.3681482924487813,-0.24314162980980183,4.143174171880386,82468.19307492036,306,55920.38139463938,0.0,31.26984126984127,5.714285714285714,39.44444444444444,23.57142857142857,6,3,200,77
Guarded A5/B25 SMA20 Lead,0.7459807662293059,0.33701878158574866,3.2486188999894354,-0.4115109052069206,1.812784926936999,21455.546827112776,260,44969.88867559809,0.0,31.26984126984127,8.84920634920635,53.80952380952381,6.071428571428571,9,3,203,78
Guarded A5/B25 SMA20 Lead,1.0527083004433546,0.4611052409300797,3.321528627116822,-0.3135737267924933,3.3571317061903656,102301.41570286387,278,108809.61930191089,0.0,37.182539682539684,2.0634920634920633,14.484126984126986,46.26984126984127,6,4,174,79
Guarded A5/B25 SMA20 Lead,0.7359901818079773,0.39039632417645675,3.0800400271551065,-0.3205380765889452,2.296108436289782,20299.607733572495,300,30621.659715151538,0.0,32.976190476190474,5.476190476190476,53.769841269841265,7.777777777777778,8,2,217,80
Guarded A5/B25 SMA20 Lead,0.9371919684201238,0.39080228048059057,3.400576449165858,-0.22807813228542773,4.1090829665654995,58494.7267079971,282,55445.08650826184,0.0,33.92857142857143,2.0238095238095237,43.05555555555556,20.992063492063494,10,8,214,81
Guarded A5/B25 SMA20 Lead,0.632231759359706,0.4037572531490971,3.0572180886026654,-0.45330287214075154,1.394722597661805,11198.92693761803,267,8884.073302941675,0.0,34.404761904761905,2.261904761904762,21.706349206349206,41.62698412698413,4,4,229,82
