Strategy,Variant,Leverage,CAGR_pct,Vol_pct,Sharpe,Sortino,Calmar,MaxDD_pct,End_Value,Trades_Per_Year,Total_Trades,Pct_Cash_Time,Avg_Leverage,Direction,SMA,UpBand,LoBand,Stop,Trail,Bmode,N,Param,Class
B-decay conv SMA50 e2% N10 d2% 2x,B-decay,2,4.699957598907867,16.02089234512193,0.25985909910595756,0.23191560582261653,0.057380247534651665,-81.90898089224143,3350.934952549378,17.76828286082474,1359,54.913475029881,2.0,conv,50,0.02,0.03,0.0,0.0,decay,10,0.02,Neither
B-decay conv SMA50 e2% N10 d2% 3x,B-decay,3,3.2316383622614353,24.062244853987497,0.24851549423929592,0.2217280816127383,0.03329859276072485,-97.05029835594434,1137.7150229529018,17.76828286082474,1359,54.913475029881,3.0,conv,50,0.02,0.03,0.0,0.0,decay,10,0.02,Neither
B-decay conv SMA50 e2% N10 d2% SL1.0% 1x,B-decay,1,5.359387351449563,7.48263324045577,0.244514131861447,0.20263059457144955,0.10347549288093855,-51.79378423078599,5416.502044546387,17.76828286082474,1359,60.66101959153978,1.0,conv,50,0.02,0.03,0.01,0.0,decay,10,0.02,Neither
B-decay conv SMA50 e2% N10 d2% SL1.0% 2x,B-decay,2,4.656153658820261,14.90346587597213,0.26308287138718917,0.21783541154509453,0.056217407375215966,-82.82405532762039,3245.3830537303575,17.76828286082474,1359,60.66101959153978,2.0,conv,50,0.02,0.03,0.01,0.0,decay,10,0.02,Neither
B-decay conv SMA50 e2% N10 d2% SL1.0% 3x,B-decay,3,3.1987330979608153,22.383024131812025,0.2516463611091806,0.2083463579964855,0.03290364084102517,-97.21517182294753,1110.3090496008504,17.76828286082474,1359,60.66101959153978,3.0,conv,50,0.02,0.03,0.01,0.0,decay,10,0.02,Neither
B-decay conv SMA50 e2% N10 d2% SL2.0% 1x,B-decay,1,5.290176048837725,8.025892921767209,0.22346202183760727,0.199120909274777,0.10184555544979774,-51.94312138093632,5150.997891020906,17.76828286082474,1359,55.18370316478719,1.0,conv,50,0.02,0.03,0.02,0.0,decay,10,0.02,Neither
B-decay conv SMA50 e2% N10 d2% SL2.0% 2x,B-decay,2,4.48198384773506,15.984102951810113,0.24186579224260507,0.21523724335436042,0.054650882035117636,-82.01118958802937,2857.1965686355657,17.76828286082474,1359,55.18370316478719,2.0,conv,50,0.02,0.03,0.02,0.0,decay,10,0.02,Neither
B-decay conv SMA50 e2% N10 d2% SL2.0% 3x,B-decay,3,2.974951248756197,24.00356860904044,0.2305208241442405,0.20509301162543125,0.030679082745068066,-96.9700193932443,940.451569480995,17.76828286082474,1359,55.18370316478719,3.0,conv,50,0.02,0.03,0.02,0.0,decay,10,0.02,Neither
B-decay conv SMA50 e2% N20 d1% 1x,B-decay,1,5.272190972350144,7.361371588689,0.4137158677828262,0.34327064276708813,0.09410537630178013,-56.02433335416579,5084.133823682675,30.65976696735395,2345,61.52886764018084,1.0,conv,50,0.02,0.03,0.0,0.0,decay,20,0.01,Neither
B-decay conv SMA50 e2% N20 d1% 2x,B-decay,2,4.624145203128216,14.662071073141636,0.4411183794100409,0.3656175709881613,0.05494481803390522,-84.15980557574618,3170.3356145324256,30.65976696735395,2345,61.52886764018084,2.0,conv,50,0.02,0.03,0.0,0.0,decay,20,0.01,Neither
B-decay conv SMA50 e2% N20 d1% 3x,B-decay,3,3.0884897491361585,22.008965681629764,0.4278148678307834,0.3546616532665424,0.03205707700627987,-96.34346102519373,1023.1530536844797,30.65976696735395,2345,61.52886764018084,3.0,conv,50,0.02,0.03,0.0,0.0,decay,20,0.01,Neither
B-decay conv SMA50 e2% N20 d1% SL1.0% 1x,B-decay,1,5.295852803471868,7.358480120451697,0.4170435810654671,0.3460966440641591,0.09585819201330571,-55.246742007576884,5172.282303441143,30.65976696735395,2345,61.53406433508288,1.0,conv,50,0.02,0.03,0.01,0.0,decay,20,0.01,Neither
B-decay conv SMA50 e2% N20 d1% SL1.0% 2x,B-decay,2,4.670958135537306,14.656277761355192,0.4444767551796618,0.36847224043370397,0.0558787797247891,-83.59091158651704,3280.684206512138,30.65976696735395,2345,61.53406433508288,2.0,conv,50,0.02,0.03,0.01,0.0,decay,20,0.01,Neither
B-decay conv SMA50 e2% N20 d1% SL1.0% 3x,B-decay,3,3.1528819410503672,22.000293499455097,0.4311673741517335,0.35750920390058144,0.032791607991993404,-96.14904953182514,1073.2042186688514,30.65976696735395,2345,61.53406433508288,3.0,conv,50,0.02,0.03,0.01,0.0,decay,20,0.01,Neither
B-decay conv SMA50 e2% N20 d1% SL2.0% 1x,B-decay,1,5.272190972350144,7.361371588689,0.4137158677828262,0.34327064276708813,0.09410537630178013,-56.02433335416579,5084.133823682675,30.65976696735395,2345,61.52886764018084,1.0,conv,50,0.02,0.03,0.02,0.0,decay,20,0.01,Neither
B-decay conv SMA50 e2% N20 d1% SL2.0% 2x,B-decay,2,4.624145203128216,14.662071073141636,0.4411183794100409,0.3656175709881613,0.05494481803390522,-84.15980557574618,3170.3356145324256,30.65976696735395,2345,61.52886764018084,2.0,conv,50,0.02,0.03,0.02,0.0,decay,20,0.01,Neither
B-decay conv SMA50 e2% N20 d1% SL2.0% 3x,B-decay,3,3.0884897491361585,22.008965681629764,0.4278148678307834,0.3546616532665424,0.03205707700627987,-96.34346102519373,1023.1530536844797,30.65976696735395,2345,61.52886764018084,3.0,conv,50,0.02,0.03,0.02,0.0,decay,20,0.01,Neither
B-decay conv SMA50 e2% N20 d2% 1x,B-decay,1,5.428658619905513,7.997089842111829,0.2560889850075314,0.22755637192370223,0.10172451247950114,-53.36627807382671,5695.751194752574,18.238965850515463,1395,55.71376604479551,1.0,conv,50,0.02,0.03,0.0,0.0,decay,20,0.02,Neither
B-decay conv SMA50 e2% N20 d2% 2x,B-decay,2,4.767990211184925,15.925015088850813,0.2743275353609865,0.24339905692454206,0.05718589680907342,-83.37702960406158,3521.622823626701,18.238965850515463,1395,55.71376604479551,2.0,conv,50,0.02,0.03,0.0,0.0,decay,20,0.02,Neither
B-decay conv SMA50 e2% N20 d2% 3x,B-decay,3,3.3094877516153476,23.92008945967099,0.26265210512911635,0.23296778759889378,0.03399364049455931,-97.3560849460955,1205.2403050844857,18.238965850515463,1395,55.71376604479551,3.0,conv,50,0.02,0.03,0.0,0.0,decay,20,0.02,Neither
B-decay conv SMA50 e2% N20 d2% SL1.0% 1x,B-decay,1,5.328578442653842,7.417351212064008,0.2553944750652438,0.20989562082502705,0.09927156964476587,-53.67678240327686,5296.687028928805,18.238965850515463,1395,61.75232552096867,1.0,conv,50,0.02,0.03,0.01,0.0,decay,20,0.02,Neither
B-decay conv SMA50 e2% N20 d2% SL1.0% 2x,B-decay,2,4.637930005378532,14.767126702829476,0.2749473882942452,0.22594644103101819,0.05520492192542488,-84.01298006804194,3202.443313971258,18.238965850515463,1395,61.75232552096867,2.0,conv,50,0.02,0.03,0.01,0.0,decay,20,0.02,Neither
B-decay conv SMA50 e2% N20 d2% SL1.0% 3x,B-decay,3,3.186138587396292,22.189913603007387,0.2627988530942665,0.21568956238751016,0.03266692285157141,-97.53408981535051,1099.9927048236518,18.238965850515463,1395,61.75232552096867,3.0,conv,50,0.02,0.03,0.01,0.0,decay,20,0.02,Neither
B-decay conv SMA50 e2% N20 d2% SL2.0% 1x,B-decay,1,5.412641599179957,7.988545027580616,0.25429519022114333,0.22588793914874505,0.10038866304699029,-53.91686107669735,5629.946010521156,18.238965850515463,1395,55.72935612950164,1.0,conv,50,0.02,0.03,0.02,0.0,decay,20,0.02,Neither
B-decay conv SMA50 e2% N20 d2% SL2.0% 2x,B-decay,2,4.739617198083357,15.910176652936265,0.2725977627398231,0.2417693209696462,0.056605180241028015,-83.73115636946659,3449.418733148069,18.238965850515463,1395,55.72935612950164,2.0,conv,50,0.02,0.03,0.02,0.0,decay,20,0.02,Neither
B-decay conv SMA50 e2% N20 d2% SL2.0% 3x,B-decay,3,3.274998760032144,23.894346138730842,0.2608877710867668,0.23132395077378012,0.03361275807086922,-97.4332053658652,1174.850582766833,18.238965850515463,1395,55.72935612950164,3.0,conv,50,0.02,0.03,0.02,0.0,decay,20,0.02,Neither
B-decay conv SMA50 e3% N5 d1% 1x,B-decay,1,5.056496961557455,6.344794696225653,0.28618310733101715,0.19849181765301455,0.1349455597386273,-37.47064350506425,4345.988757006735,22.84119952749141,1747,72.5562542223146,1.0,conv,50,0.03,0.03,0.0,0.0,decay,5,0.01,Neither
B-decay conv SMA50 e3% N5 d1% 2x,B-decay,2,4.244420755602785,12.630574131231388,0.3134167339620476,0.21751159135147993,0.060938551776811005,-69.65083074419103,2400.646611466077,22.84119952749141,1747,72.5562542223146,2.0,conv,50,0.03,0.03,0.0,0.0,decay,5,0.01,Neither
B-decay conv SMA50 e3% N5 d1% 3x,B-decay,3,2.8047051446208338,18.96700998062606,0.3001461725641234,0.20806982800314652,0.030392448816779008,-92.28296020268091,828.6561483907162,22.84119952749141,1747,72.5562542223146,3.0,conv,50,0.03,0.03,0.0,0.0,decay,5,0.01,Neither
B-decay conv SMA50 e3% N5 d1% SL1.0% 1x,B-decay,1,5.056496961557455,6.344794696225653,0.28618310733101715,0.19849181765301455,0.1349455597386273,-37.47064350506425,4345.988757006735,22.84119952749141,1747,72.5562542223146,1.0,conv,50,0.03,0.03,0.01,0.0,decay,5,0.01,Neither
B-decay conv SMA50 e3% N5 d1% SL1.0% 2x,B-decay,2,4.244420755602785,12.630574131231388,0.3134167339620476,0.21751159135147993,0.060938551776811005,-69.65083074419103,2400.646611466077,22.84119952749141,1747,72.5562542223146,2.0,conv,50,0.03,0.03,0.01,0.0,decay,5,0.01,Neither
B-decay conv SMA50 e3% N5 d1% SL1.0% 3x,B-decay,3,2.8047051446208338,18.96700998062606,0.3001461725641234,0.20806982800314652,0.030392448816779008,-92.28296020268091,828.6561483907162,22.84119952749141,1747,72.5562542223146,3.0,conv,50,0.03,0.03,0.01,0.0,decay,5,0.01,Neither
B-decay conv SMA50 e3% N5 d1% SL2.0% 1x,B-decay,1,5.056496961557455,6.344794696225653,0.28618310733101715,0.19849181765301455,0.1349455597386273,-37.47064350506425,4345.988757006735,22.84119952749141,1747,72.5562542223146,1.0,conv,50,0.03,0.03,0.02,0.0,decay,5,0.01,Neither
