Strategy,Variant,Leverage,CAGR_pct,Vol_pct,Sharpe,Sortino,Calmar,MaxDD_pct,End_Value,Trades_Per_Year,Total_Trades,Pct_Cash_Time,Avg_Leverage,Direction,SMA,UpBand,LoBand,Stop,Trail,Bmode,N,Param,Class
A conv SMA20 +2/-2% SL1.0% 1x,A,1,6.467571792596027,7.817775595165108,0.22379142491864415,0.18512310319525893,0.2388559130939236,-27.077294042341045,12057.95184690409,6.6810835481099655,511,60.75975679467859,1.0,conv,20,0.02,0.02,0.01,0.0,,0,,Neither
A conv SMA20 +2/-2% SL1.0% 2x,A,2,6.649437557615467,15.538908538272453,0.23298788570500834,0.19295604078672524,0.11059923813062818,-60.12191105477464,13739.327515016475,6.6810835481099655,511,60.75975679467859,2.0,conv,20,0.02,0.02,0.01,0.0,,0,,Neither
A conv SMA20 +2/-2% SL1.0% 3x,A,3,6.114232043736201,23.39352636301348,0.22709187857714122,0.18776627606007315,0.07148763898083785,-85.52852116678677,9350.862510293104,6.6810835481099655,511,60.75975679467859,3.0,conv,20,0.02,0.02,0.01,0.0,,0,,Neither
A conv SMA20 +2/-2% SL1.5% 1x,A,1,6.494417829880628,8.407383325549844,0.21256950046505727,0.19022550462809665,0.22404486731334428,-28.98713060361109,12292.725677062426,6.6810835481099655,511,54.897884945174866,1.0,conv,20,0.02,0.02,0.015,0.0,,0,,Neither
A conv SMA20 +2/-2% SL1.5% 2x,A,2,6.615679255260298,16.711127655262104,0.2215720909110306,0.19850629935529224,0.1030111520292791,-64.22294212746897,13410.640252458237,6.6810835481099655,511,54.897884945174866,2.0,conv,20,0.02,0.02,0.015,0.0,,0,,Neither
A conv SMA20 +2/-2% SL1.5% 3x,A,3,5.896698979580894,25.147453677282485,0.21450653532511843,0.19184438358951073,0.06913043864209063,-85.29815657774,7992.591311595786,6.6810835481099655,511,54.897884945174866,3.0,conv,20,0.02,0.02,0.015,0.0,,0,,Neither
A conv SMA20 +2/-2% SL2.0% 1x,A,1,6.833587211114733,8.894412220869146,0.257990853101826,0.24577443964622814,0.28518474504223607,-23.961966163732477,15677.287832285045,6.6810835481099655,511,48.92168580782622,1.0,conv,20,0.02,0.02,0.02,0.0,,0,,Neither
A conv SMA20 +2/-2% SL2.0% 2x,A,2,7.254806498590338,17.686290871673823,0.26758797573982945,0.25523972257097416,0.12568889160889615,-57.72034748436631,21182.610469949763,6.6810835481099655,511,48.92168580782622,2.0,conv,20,0.02,0.02,0.02,0.0,,0,,Neither
A conv SMA20 +2/-2% SL2.0% 3x,A,3,6.725313688934076,26.61218781623927,0.2608584817400659,0.24834191501800149,0.08100644460730018,-83.02195858041647,14507.39096875119,6.6810835481099655,511,48.92168580782622,3.0,conv,20,0.02,0.02,0.02,0.0,,0,,Neither
A conv SMA20 +3/-3% 1x,A,1,6.897380860900615,9.8643649338836,0.20908078833674387,0.20540536002149076,0.21075574625341947,-32.726893494078126,16409.668884363004,3.4778243127147763,266,46.328535051707114,1.0,conv,20,0.03,0.03,0.0,0.0,,0,,Neither
A conv SMA20 +3/-3% 2x,A,2,7.039910404860983,19.632948834547907,0.2105351863702191,0.2071666789813995,0.10695735173214826,-65.81978976527886,18170.18483786352,3.4778243127147763,266,46.328535051707114,2.0,conv,20,0.03,0.03,0.0,0.0,,0,,Neither
A conv SMA20 +3/-3% 3x,A,3,6.008635036195531,29.52502966204895,0.20187619012018093,0.19814677026542046,0.06855876175254302,-87.64211725239706,8665.233705811435,3.4778243127147763,266,46.328535051707114,3.0,conv,20,0.03,0.03,0.0,0.0,,0,,Neither
A conv SMA20 +3/-3% SL0.5% 1x,A,1,7.165573988087504,6.701580309363135,0.2792785486461714,0.19933864459027378,0.4270315522023955,-16.779963801577157,19876.16748507518,3.4778243127147763,266,73.91778828664968,1.0,conv,20,0.03,0.03,0.005,0.0,,0,,Neither
A conv SMA20 +3/-3% SL0.5% 2x,A,2,8.032076398064468,13.343988734094047,0.27900925616390243,0.1991520515642564,0.18876377698394156,-42.55094132147912,36798.66830658919,3.4778243127147763,266,73.91778828664968,2.0,conv,20,0.03,0.03,0.005,0.0,,0,,Neither
A conv SMA20 +3/-3% SL0.5% 3x,A,3,8.336144423378444,20.02947066769067,0.2729391017790084,0.19448685186221007,0.1256510127367051,-66.3436309968021,45623.9815658082,3.4778243127147763,266,73.91778828664968,3.0,conv,20,0.03,0.03,0.005,0.0,,0,,Neither
A conv SMA20 +3/-3% SL1.0% 1x,A,1,6.5446994350258025,7.04718256214142,0.17183643115084093,0.12900174269751985,0.3408324959924712,-19.20209930678198,12744.649685612148,3.4778243127147763,266,71.23629371719586,1.0,conv,20,0.03,0.03,0.01,0.0,,0,,Neither
A conv SMA20 +3/-3% SL1.0% 2x,A,2,6.734131894443318,14.035651509053007,0.17098841845883117,0.12831795730278833,0.142646758010716,-47.208446853993216,14599.35777144731,3.4778243127147763,266,71.23629371719586,2.0,conv,20,0.03,0.03,0.01,0.0,,0,,Neither
A conv SMA20 +3/-3% SL1.0% 3x,A,3,6.347384540984868,21.06426865118242,0.1651531595526872,0.1237615436567882,0.08939730698756966,-71.00196588547625,11059.999806213407,3.4778243127147763,266,71.23629371719586,3.0,conv,20,0.03,0.03,0.01,0.0,,0,,Neither
A conv SMA20 +3/-3% SL1.5% 1x,A,1,6.905307098461244,7.847559146110769,0.23278896784261024,0.19270662599697966,0.28615789769871575,-24.13110787433715,16502.992112695523,3.4778243127147763,266,64.94829288572468,1.0,conv,20,0.03,0.03,0.015,0.0,,0,,Neither
A conv SMA20 +3/-3% SL1.5% 2x,A,2,7.36755659109809,15.61576317165326,0.2338918192293175,0.19392683623717646,0.13120688529346428,-56.152210111682955,22955.135987146576,3.4778243127147763,266,64.94829288572468,2.0,conv,20,0.03,0.03,0.015,0.0,,0,,Neither
A conv SMA20 +3/-3% SL1.5% 3x,A,3,7.031500458446871,23.4689759224043,0.2257544832807555,0.1865470539027538,0.08924919120061409,-78.7850328261405,18061.31850292858,3.4778243127147763,266,64.94829288572468,3.0,conv,20,0.03,0.03,0.015,0.0,,0,,Neither
A conv SMA20 +3/-3% SL2.0% 1x,A,1,7.012565303397156,8.254680536845308,0.23312451046730523,0.2007070030011087,0.3428450922280139,-20.454034379857337,17818.554693022794,3.4778243127147763,266,61.64319492802578,1.0,conv,20,0.03,0.03,0.02,0.0,,0,,Neither
A conv SMA20 +3/-3% SL2.0% 2x,A,2,7.493598150882197,16.432517171234952,0.23315536380970145,0.20100280805706838,0.20169045266452887,-37.15395573704362,25110.254201460943,3.4778243127147763,266,61.64319492802578,2.0,conv,20,0.03,0.03,0.02,0.0,,0,,Neither
A conv SMA20 +3/-3% SL2.0% 3x,A,3,7.087723527691092,24.69141703544457,0.2245057187542567,0.19297165033439814,0.12160446232726009,-58.28506118975073,18801.543182112997,3.4778243127147763,266,61.64319492802578,3.0,conv,20,0.03,0.03,0.02,0.0,,0,,Neither
A conv SMA20 +5/-5% 1x,A,1,8.47725693140038,10.093844879556233,0.35075974581174724,0.35777525039679664,0.20351179166866953,-41.654868555242764,50400.09996165707,0.8629188144329897,66,43.30925531362054,1.0,conv,20,0.05,0.05,0.0,0.0,,0,,Neither
A conv SMA20 +5/-5% 2x,A,2,10.068890445560275,20.107406471439997,0.3439782629155796,0.3517640453160632,0.13712134147418936,-73.4305129844107,153555.31818189184,0.8629188144329897,66,43.30925531362054,2.0,conv,20,0.05,0.05,0.0,0.0,,0,,Neither
A conv SMA20 +5/-5% 3x,A,3,10.457370873831074,30.227957642375053,0.33437054226383184,0.34112824242206097,0.11766908486110866,-88.87101387908717,201045.78112673183,0.8629188144329897,66,43.30925531362054,3.0,conv,20,0.05,0.05,0.0,0.0,,0,,Neither
A conv SMA20 +5/-5% SL0.5% 1x,A,1,6.924742233503567,6.3453763173603654,0.21603179532404482,0.15758856384121714,0.4224409081883506,-16.3922150986762,16734.04324879171,0.8759933419243986,67,73.48646260978018,1.0,conv,20,0.05,0.05,0.005,0.0,,0,,Neither
A conv SMA20 +5/-5% SL0.5% 2x,A,2,7.423162401492456,12.640680122447536,0.1999649860939218,0.14658375463787462,0.20152389098765575,-36.835148255187065,23882.427342789128,0.8759933419243986,67,73.48646260978018,2.0,conv,20,0.05,0.05,0.005,0.0,,0,,Neither
A conv SMA20 +5/-5% SL0.5% 3x,A,3,7.489211568124321,18.98789607329514,0.19239953864806886,0.14047857159108665,0.12358793802634335,-60.598240311509684,25032.001362289364,0.8759933419243986,67,73.48646260978018,3.0,conv,20,0.05,0.05,0.005,0.0,,0,,Neither
A conv SMA20 +5/-5% SL1.0% 1x,A,1,7.5192695172419555,7.186545671892586,0.3388717459056914,0.2749618984813539,0.45870978827316816,-16.392215098676125,25573.073631808424,0.8759933419243986,67,65.7849607649535,1.0,conv,20,0.05,0.05,0.01,0.0,,0,,Neither
A conv SMA20 +5/-5% SL1.0% 2x,A,2,8.757450240984177,14.3282688278027,0.33293948992530875,0.271246189834371,0.2366825784545421,-37.00082320451041,61392.9953589158,0.8759933419243986,67,65.7849607649535,2.0,conv,20,0.05,0.05,0.01,0.0,,0,,Neither
A conv SMA20 +5/-5% SL1.0% 3x,A,3,9.574126798271543,21.51740567227635,0.3297900705441681,0.2678475595384156,0.15937841348080278,-60.07166584968391,108797.11468515667,0.8759933419243986,67,65.7849607649535,3.0,conv,20,0.05,0.05,0.01,0.0,,0,,Neither
A conv SMA20 +5/-5% SL1.5% 1x,A,1,8.490572551023924,7.954098719141293,0.426645996815429,0.36547500884133943,0.5179637102071512,-16.39221509867604,50875.48070606488,0.8629188144329897,66,61.17029569193993,1.0,conv,20,0.05,0.05,0.015,0.0,,0,,Neither
A conv SMA20 +5/-5% SL1.5% 2x,A,2,10.651383724378327,15.831101317615737,0.42468437286308025,0.3653431653827365,0.28181143186938196,-37.79613784197082,229925.69256298235,0.8629188144329897,66,61.17029569193993,2.0,conv,20,0.05,0.05,0.015,0.0,,0,,Octane
A conv SMA20 +5/-5% SL1.5% 3x,A,3,12.211463010078294,23.80230619557041,0.4197840039587348,0.35981829130897197,0.20279424547809255,-60.216023296368505,670876.5101501108,0.8629188144329897,66,61.17029569193993,3.0,conv,20,0.05,0.05,0.015,0.0,,0,,Neither
A conv SMA20 +5/-5% SL2.0% 1x,A,1,8.416661485958254,7.9894019787360495,0.41602036306515233,0.3560936187959685,0.5134547976153608,-16.392215098676207,48291.56408084403,0.8629188144329897,66,61.071558488801124,1.0,conv,20,0.05,0.05,0.02,0.0,,0,,Neither
A conv SMA20 +5/-5% SL2.0% 2x,A,2,10.492961561325576,15.902832505632025,0.4141382103609179,0.35596928901079633,0.2706005358202116,-38.77657348135169,206061.1425491602,0.8629188144329897,66,61.071558488801124,2.0,conv,20,0.05,0.05,0.02,0.0,,0,,Octane
A conv SMA20 +5/-5% SL2.0% 3x,A,3,11.956063082282453,23.908029988632165,0.40925339241097114,0.35055841010998107,0.19548237448432726,-61.16184701470887,563576.5631978017,0.8629188144329897,66,61.071558488801124,3.0,conv,20,0.05,0.05,0.02,0.0,,0,,Neither
A conv SMA20 +3/-1% 1x,A,1,5.656300937678993,7.593468681837158,0.09220281105037038,0.06745022280967487,0.18497339768122958,-30.57899681026929,6717.31521927285,5.242885524054983,401,70.69583744738347,1.0,conv,20,0.03,0.01,0.0,0.0,,0,,Neither
A conv SMA20 +3/-1% 2x,A,2,5.0529134545949095,15.097932782752888,0.09796141620989633,0.07186723484601928,0.08222995963172794,-61.44857029268531,4334.665041866433,5.242885524054983,401,70.69583744738347,2.0,conv,20,0.03,0.01,0.0,0.0,,0,,Neither
A conv SMA20 +3/-1% 3x,A,3,3.9865304719583605,22.719205284140408,0.09099296428019239,0.06654421942799507,0.04689154216916246,-85.01598129523758,1986.3294277399593,5.242885524054983,401,70.69583744738347,3.0,conv,20,0.03,0.01,0.0,0.0,,0,,Neither
A conv SMA20 +3/-1% SL0.5% 1x,A,1,6.707113138871357,5.643029401472828,0.294182846298749,0.17797834178792407,0.3395420164197017,-19.753411402790327,14319.377951950917,5.242885524054983,401,81.09442394637011,1.0,conv,20,0.03,0.01,0.005,0.0,,0,,Neither
A conv SMA20 +3/-1% SL0.5% 2x,A,2,7.35450161746094,11.228230428890722,0.30341902690335626,0.18366524469506476,0.16197092531583865,-45.40630735497666,22742.63292021116,5.242885524054983,401,81.09442394637011,2.0,conv,20,0.03,0.01,0.005,0.0,,0,,Neither
A conv SMA20 +3/-1% SL0.5% 3x,A,3,7.539146614256542,16.86124108364284,0.29669658585786196,0.1792355658393186,0.11025137424705186,-68.38142985286318,25937.20422725405,5.242885524054983,401,81.09442394637011,3.0,conv,20,0.03,0.01,0.005,0.0,,0,,Neither
A conv SMA20 +3/-1% SL1.0% 1x,A,1,6.119418265114462,6.0315565379079885,0.17341651086504575,0.11215802892783017,0.2552505769389017,-23.974160366263316,9385.881565421272,5.242885524054983,401,78.4648963259367,1.0,conv,20,0.03,0.01,0.01,0.0,,0,,Neither
A conv SMA20 +3/-1% SL1.0% 2x,A,2,6.127083231185559,12.00492228012518,0.1821231613272391,0.11780101243596341,0.11976573775293356,-51.158898581038315,9437.875045659348,5.242885524054983,401,78.4648963259367,2.0,conv,20,0.03,0.01,0.01,0.0,,0,,Neither
A conv SMA20 +3/-1% SL1.0% 3x,A,3,5.645945369593952,18.026133102982037,0.17557934801130798,0.11334866336706938,0.07668031228724816,-73.62966061541283,6667.14538666661,5.242885524054983,401,78.4648963259367,3.0,conv,20,0.03,0.01,0.01,0.0,,0,,Neither
A conv SMA20 +3/-1% SL1.5% 1x,A,1,6.102756344868343,6.637080954821166,0.16373293248995183,0.11043642109468561,0.24324932742811423,-25.088481885615277,9273.832547397222,5.242885524054983,401,75.71064802785429,1.0,conv,20,0.03,0.01,0.015,0.0,,0,,Neither
A conv SMA20 +3/-1% SL1.5% 2x,A,2,6.032036242706473,13.197601907620585,0.17233812214463126,0.11651164123400083,0.11310555430850258,-53.331034709875624,8812.761681739108,5.242885524054983,401,75.71064802785429,2.0,conv,20,0.03,0.01,0.015,0.0,,0,,Neither
A conv SMA20 +3/-1% SL1.5% 3x,A,3,5.379919108411624,19.847359754132018,0.16456827984962374,0.11090812720132057,0.07051878409314583,-76.29058239724432,5497.830723820916,5.242885524054983,401,75.71064802785429,3.0,conv,20,0.03,0.01,0.015,0.0,,0,,Neither
A conv SMA20 +3/-1% SL2.0% 1x,A,1,6.250984075236743,6.934648596339378,0.1842695138587047,0.131650271945271,0.3093232412967656,-20.208581964390874,10318.854128304121,5.242885524054983,401,73.26300472899237,1.0,conv,20,0.03,0.01,0.02,0.0,,0,,Neither
A conv SMA20 +3/-1% SL2.0% 2x,A,2,6.28865777290426,13.794310114792573,0.19233400710671616,0.1376943658634309,0.1566797235551337,-40.13702366976259,10602.472870540674,5.242885524054983,401,73.26300472899237,2.0,conv,20,0.03,0.01,0.02,0.0,,0,,Neither
A conv SMA20 +3/-1% SL2.0% 3x,A,3,5.685832041630423,20.7399999495549,0.18428290781864934,0.13151501988059375,0.08814609657665126,-64.50463789608722,6862.440482048271,5.242885524054983,401,73.26300472899237,3.0,conv,20,0.03,0.01,0.02,0.0,,0,,Neither
A conv SMA20 +1/-3% 1x,A,1,7.051024980005183,11.679242847488956,0.2412201314418329,0.29056218286406643,0.1364354422568787,-51.68030288441924,18315.056527650082,5.203661941580756,398,17.98056436106636,1.0,conv,20,0.01,0.03,0.0,0.0,,0,,Neither
A conv SMA20 +1/-3% 2x,A,2,7.102046743859791,23.219049953357796,0.24420443747863194,0.29478137648230734,0.08282323573705323,-85.74944797384313,18994.856808944864,5.203661941580756,398,17.98056436106636,2.0,conv,20,0.01,0.03,0.0,0.0,,0,,Neither
A conv SMA20 +1/-3% 3x,A,3,5.599316854448588,34.96262577554847,0.23552066960818246,0.2836986277443713,0.05764086782112193,-97.14143915780487,6445.786400720517,5.203661941580756,398,17.98056436106636,3.0,conv,20,0.01,0.03,0.0,0.0,,0,,Neither
A conv SMA20 +1/-3% SL0.5% 1x,A,1,6.901183022281221,7.6898697477024145,0.24970418357044663,0.19315747608526845,0.2924667399624611,-23.596471254020223,16454.370212917896,5.203661941580756,398,64.84435898768383,1.0,conv,20,0.01,0.03,0.005,0.0,,0,,Neither
A conv SMA20 +1/-3% SL0.5% 2x,A,2,7.310679264105668,15.273644132011194,0.24626710610886385,0.1912971081251013,0.1389742537678628,-52.60455851281017,22043.410255182655,5.203661941580756,398,64.84435898768383,2.0,conv,20,0.01,0.03,0.005,0.0,,0,,Neither
A conv SMA20 +1/-3% SL0.5% 3x,A,3,7.035010013959941,23.016932390806797,0.24061560672598792,0.18639610108865226,0.09210987185337001,-76.37628706246596,18106.67103351886,5.203661941580756,398,64.84435898768383,3.0,conv,20,0.01,0.03,0.005,0.0,,0,,Neither
A conv SMA20 +1/-3% SL1.0% 1x,A,1,7.127040194993595,8.668702200166154,0.28054103543901093,0.25386356764003115,0.24193753139889307,-29.458183497966377,19336.890495063824,5.203661941580756,398,53.60910460946838,1.0,conv,20,0.01,0.03,0.01,0.0,,0,,Neither
A conv SMA20 +1/-3% SL1.0% 2x,A,2,7.683383198991689,17.227120364885483,0.27982800492130006,0.25410076199324894,0.11533502427755468,-66.6179527608332,28737.256570190544,5.203661941580756,398,53.60910460946838,2.0,conv,20,0.01,0.03,0.01,0.0,,0,,Neither
A conv SMA20 +1/-3% SL1.0% 3x,A,3,7.352063327814418,25.955385684421415,0.27311660008978567,0.24729896557469955,0.08478963039926259,-86.70946309347704,22703.159247399075,5.203661941580756,398,53.60910460946838,3.0,conv,20,0.01,0.03,0.01,0.0,,0,,Neither
A conv SMA20 +1/-3% SL1.5% 1x,A,1,7.43040612521666,9.56680642764494,0.30830468030650254,0.301678893183303,0.19147883861193118,-38.805364493962756,24005.914599312113,5.203661941580756,398,45.180065478355765,1.0,conv,20,0.01,0.03,0.015,0.0,,0,,Neither
A conv SMA20 +1/-3% SL1.5% 2x,A,2,8.308890050169593,19.010948762413626,0.3129044057813467,0.30703715219538336,0.110173478243997,-75.41642673537284,44754.395454182144,5.203661941580756,398,45.180065478355765,2.0,conv,20,0.01,0.03,0.015,0.0,,0,,Neither
A conv SMA20 +1/-3% SL1.5% 3x,A,3,8.117066951916208,28.63131750376755,0.30659113865584275,0.3001548839618868,0.08807447740520528,-92.16139784255458,39079.95408867704,5.203661941580756,398,45.180065478355765,3.0,conv,20,0.01,0.03,0.015,0.0,,0,,Neither
A conv SMA20 +1/-3% SL2.0% 1x,A,1,7.330187590622472,9.964454567973132,0.2854933393477389,0.2906489842605593,0.20052659609566742,-36.55469016750965,22352.02231788629,5.203661941580756,398,40.43028633788911,1.0,conv,20,0.01,0.03,0.02,0.0,,0,,Neither
A conv SMA20 +1/-3% SL2.0% 2x,A,2,7.981991868990312,19.805863441495834,0.2890286409570693,0.29510808355333584,0.11647638700135776,-68.52884154877904,35516.40019091541,5.203661941580756,398,40.43028633788911,2.0,conv,20,0.01,0.03,0.02,0.0,,0,,Neither
A conv SMA20 +1/-3% SL2.0% 3x,A,3,7.46296156573405,29.821992186703923,0.28238472014894456,0.287641476602324,0.0827219814017864,-90.21739372375437,24568.728411403386,5.203661941580756,398,40.43028633788911,3.0,conv,20,0.01,0.03,0.02,0.0,,0,,Neither
A conv SMA20 +5/-2% 1x,A,1,6.609075448804602,5.72792358896884,0.193207303597718,0.09319286952184937,0.3407083785721559,-19.39804203378262,13347.25592849782,1.2943782216494846,99,87.85012731902509,1.0,conv,20,0.05,0.02,0.0,0.0,,0,,Neither
A conv SMA20 +5/-2% 2x,A,2,7.064281697768804,11.356166993604152,0.19573244580344332,0.09513590191125379,0.1903854793815277,-37.10514961916902,18489.341025664733,1.2943782216494846,99,87.85012731902509,2.0,conv,20,0.05,0.02,0.0,0.0,,0,,Neither
A conv SMA20 +5/-2% 3x,A,3,7.054410869155436,17.148706771670476,0.18800590714280402,0.09071562642688988,0.13573331679061681,-51.97258149992474,18359.4156249442,1.2943782216494846,99,87.85012731902509,3.0,conv,20,0.05,0.02,0.0,0.0,,0,,Neither
A conv SMA20 +5/-2% SL0.5% 1x,A,1,6.241295351026421,3.922387739718775,0.15445505688053623,0.05578333341026058,0.45144690222479567,-13.825092874197198,10247.133309025297,1.2943782216494846,99,93.22870654263889,1.0,conv,20,0.05,0.02,0.005,0.0,,0,,Neither
A conv SMA20 +5/-2% SL0.5% 2x,A,2,6.472405692221073,7.7840022013745624,0.1546579350166983,0.05628558759568319,0.2350047492454123,-27.54159527840872,12099.89607712276,1.2943782216494846,99,93.22870654263889,2.0,conv,20,0.05,0.02,0.005,0.0,,0,,Neither
A conv SMA20 +5/-2% SL0.5% 3x,A,3,6.479406030546064,11.726435482211825,0.14803031724950447,0.05344056154667412,0.1319431699698279,-49.10755162262467,12160.894093855735,1.2943782216494846,99,93.22870654263889,3.0,conv,20,0.05,0.02,0.005,0.0,,0,,Neither
A conv SMA20 +5/-2% SL1.0% 1x,A,1,6.262382767813812,4.295329258350888,0.16111626985098157,0.06394853058506915,0.4526970188495939,-13.833496813670104,10403.86748085215,1.2943782216494846,99,92.0386634100712,1.0,conv,20,0.05,0.02,0.01,0.0,,0,,Neither
A conv SMA20 +5/-2% SL1.0% 2x,A,2,6.495800741550539,8.53179557341602,0.1616901089352287,0.0645838224805844,0.20746794600453652,-31.30990047690789,12304.940935365074,1.2943782216494846,99,92.0386634100712,2.0,conv,20,0.05,0.02,0.01,0.0,,0,,Neither
A conv SMA20 +5/-2% SL1.0% 3x,A,3,6.4822084485511855,12.844524806690155,0.15589266712994962,0.06180350462810059,0.118001211478903,-54.933405914312296,12185.3981661976,1.2943782216494846,99,92.0386634100712,3.0,conv,20,0.05,0.02,0.01,0.0,,0,,Neither
A conv SMA20 +5/-2% SL1.5% 1x,A,1,6.616552672009335,4.8803705544297245,0.21444841737587828,0.09427569248416177,0.4034912206576166,-16.398256847387085,13419.045649536996,1.2943782216494846,99,90.32375409239724,1.0,conv,20,0.05,0.02,0.015,0.0,,0,,Neither
A conv SMA20 +5/-2% SL1.5% 2x,A,2,7.178131060081672,9.680266125002488,0.21814102218060885,0.09675877667526034,0.2090250721697273,-34.34100505537951,20055.08864888146,1.2943782216494846,99,90.32375409239724,2.0,conv,20,0.05,0.02,0.015,0.0,,0,,Neither
A conv SMA20 +5/-2% SL1.5% 3x,A,3,7.39188122087131,14.60659637197605,0.21059601143004525,0.09257812255762794,0.1277223665408453,-57.874602711087455,23356.321800910457,1.2943782216494846,99,90.32375409239724,3.0,conv,20,0.05,0.02,0.015,0.0,,0,,Neither
A conv SMA20 +5/-2% SL2.0% 1x,A,1,6.6496172263111,5.0192222533573485,0.2225454685733061,0.10019507236922684,0.4810151735757527,-13.824131943446655,13741.09795387562,1.2943782216494846,99,89.75731434807463,1.0,conv,20,0.05,0.02,0.02,0.0,,0,,Neither
A conv SMA20 +5/-2% SL2.0% 2x,A,2,7.244535637600569,9.958543080059831,0.22732135300991985,0.10320817728618777,0.2048225401115738,-35.36981639644848,21028.022814403867,1.2943782216494846,99,89.75731434807463,2.0,conv,20,0.05,0.02,0.02,0.0,,0,,Neither
A conv SMA20 +5/-2% SL2.0% 3x,A,3,7.478031567385579,15.019214399267037,0.22023517241145557,0.09915901182465135,0.12703177044900105,-58.86741199429126,24833.646560226887,1.2943782216494846,99,89.75731434807463,3.0,conv,20,0.05,0.02,0.02,0.0,,0,,Neither
A conv SMA20 +2/-5% 1x,A,1,8.9158796426144,12.671933064122054,0.3491520138244071,0.45167027254612613,0.16602231858402472,-53.70289801188404,68623.25657515024,1.7258376288659794,132,8.855168113080081,1.0,conv,20,0.02,0.05,0.0,0.0,,0,,Neither
A conv SMA20 +2/-5% 2x,A,2,10.636765329421372,25.2188484187151,0.3515355786559247,0.4554551961236286,0.12228079343861521,-86.98639443128093,227613.94418994666,1.7258376288659794,132,8.855168113080081,2.0,conv,20,0.02,0.05,0.0,0.0,,0,,Neither
A conv SMA20 +2/-5% 3x,A,3,10.35743006671801,37.93843854092978,0.34152486575353047,0.4415769138184987,0.10597345351729166,-97.73608128216743,187597.5102897561,1.7258376288659794,132,8.855168113080081,3.0,conv,20,0.02,0.05,0.0,0.0,,0,,Neither
A conv SMA20 +2/-5% SL0.5% 1x,A,1,9.119569458336873,8.387859637436982,0.49243899695696586,0.4117099148755658,0.44789930639392916,-20.360758161827064,79165.14653913492,1.7258376288659794,132,61.37816348802162,1.0,conv,20,0.02,0.05,0.005,0.0,,0,,Neither
A conv SMA20 +2/-5% SL0.5% 2x,A,2,12.031908520984391,16.674300937837256,0.4992916148280534,0.4183448908164205,0.2907680826348224,-41.37974296200641,593537.675857177,1.7258376288659794,132,61.37816348802162,2.0,conv,20,0.02,0.05,0.005,0.0,,0,,Octane
A conv SMA20 +2/-5% SL0.5% 3x,A,3,14.287142991764167,25.090323637217338,0.4965092310202637,0.4150735950963349,0.22831127435100956,-62.57747468834533,2725659.362658823,1.7258376288659794,132,61.37816348802162,3.0,conv,20,0.02,0.05,0.005,0.0,,0,,Neither
A conv SMA20 +2/-5% SL1.0% 1x,A,1,9.184007518910796,8.719113917351061,0.4815259341272968,0.42225775080823325,0.4159536955298798,-22.07939878310582,82821.61097709743,1.7258376288659794,132,58.28613002130645,1.0,conv,20,0.02,0.05,0.01,0.0,,0,,Neither
A conv SMA20 +2/-5% SL1.0% 2x,A,2,12.143146755210243,17.33561971904782,0.4911849677302503,0.43145559256448374,0.27136966990589473,-44.74761958262038,640344.1528204277,1.7258376288659794,132,58.28613002130645,2.0,conv,20,0.02,0.05,0.01,0.0,,0,,Octane
A conv SMA20 +2/-5% SL1.0% 3x,A,3,14.306698849273115,26.07800213707171,0.4872780882583631,0.4270994563528483,0.21030802177173166,-68.02735686802097,2761562.5214796253,1.7258376288659794,132,58.28613002130645,3.0,conv,20,0.02,0.05,0.01,0.0,,0,,Neither
A conv SMA20 +2/-5% SL1.5% 1x,A,1,8.851467910745336,9.074889322255812,0.4313951155393241,0.4011563955521332,0.3895007551753933,-22.7251623857815,65587.55109537208,1.7258376288659794,132,53.50517071142753,1.0,conv,20,0.02,0.05,0.015,0.0,,0,,Neither
A conv SMA20 +2/-5% SL1.5% 2x,A,2,11.337594705981768,18.050264435018594,0.4377165157809399,0.4077332747168956,0.21377322908742308,-53.0356151440517,368933.03341157886,1.7258376288659794,132,53.50517071142753,2.0,conv,20,0.02,0.05,0.015,0.0,,0,,Neither
A conv SMA20 +2/-5% SL1.5% 3x,A,3,12.927821648612504,27.14922794086402,0.43298649922452875,0.4024567608001519,0.17008998777537188,-76.00577681083462,1091503.3342903878,1.7258376288659794,132,53.50517071142753,3.0,conv,20,0.02,0.05,0.015,0.0,,0,,Neither
A conv SMA20 +2/-5% SL2.0% 1x,A,1,9.392622118625283,9.642682662447942,0.4658679533013942,0.4638905464577818,0.38193429419850355,-24.59224599963164,95840.60258713739,1.7258376288659794,132,46.54159954269085,1.0,conv,20,0.02,0.05,0.02,0.0,,0,,Water
A conv SMA20 +2/-5% SL2.0% 2x,A,2,12.325147003484616,19.193586795819975,0.47084804142326503,0.46928657670209384,0.2527232160476058,-48.769350106572375,724900.3146373405,1.7258376288659794,132,46.54159954269085,2.0,conv,20,0.02,0.05,0.02,0.0,,0,,Neither
A conv SMA20 +2/-5% SL2.0% 3x,A,3,14.128768611758646,28.85791440162089,0.4622117067488895,0.4600174495671408,0.20827617667715595,-67.83670046747268,2451371.5323942495,1.7258376288659794,132,46.54159954269085,3.0,conv,20,0.02,0.05,0.02,0.0,,0,,Neither
A conv SMA20 +3/-2% 1x,A,1,5.831800091528194,8.59241727518453,0.09691867167270574,0.08113176451965172,0.22568457894254418,-25.840489938893345,7626.484569176608,4.589159149484536,351,61.5600478095931,1.0,conv,20,0.03,0.02,0.0,0.0,,0,,Neither
