strategy,sell_buffer_x,sell_label,cagr,ann_volatility,sharpe,max_drawdown,calmar,end_$,rebalances,trading_costs_total,pct_days_cash,pct_cash_sessions,tier2_entries,tier3_entries,lead_only_days,guard_blocked_days,buffer_exits,pct_days_1x,delta_cagr_pp,delta_sharpe,delta_max_dd_pp,delta_end_$,beats_baseline
Guarded max 1x (X=0.102),0.102,cross below SMA20+10.20%,0.14153009992622945,0.1774933680418717,0.7073858409426126,-0.41564104014052294,0.3405104074380622,2994.8672154062124,6,72.89404201903562,0.3240240703595124,0.3240240703595124,10,2,814,1964,6,99.67597592964049,-4.417344779558685,-2.4684503307372534,-19.93952566875864,-4968.374495679834,False
Guarded max 1x (X=0.103),0.103,cross below SMA20+10.30%,0.14153009992622945,0.1774933680418717,0.7073858409426126,-0.41564104014052294,0.3405104074380622,2994.8672154062124,6,72.89404201903562,0.3240240703595124,0.3240240703595124,10,2,814,1964,6,99.67597592964049,-4.417344779558685,-2.4684503307372534,-19.93952566875864,-4968.374495679834,False
Guarded max 1x (X=0.104),0.104,cross below SMA20+10.40%,0.14153009992622945,0.1774933680418717,0.7073858409426126,-0.41564104014052294,0.3405104074380622,2994.8672154062124,6,72.89404201903562,0.3240240703595124,0.3240240703595124,10,2,814,1964,5,99.67597592964049,-4.417344779558685,-2.4684503307372534,-19.93952566875864,-4968.374495679834,False
Guarded max 1x (X=0.105),0.105,cross below SMA20+10.50%,0.1417580281792461,0.17751390373252993,0.7043721609795435,-0.4158084547671292,0.34092146649263483,3010.307996108904,4,65.67078082815028,0.3085943527233452,0.3085943527233452,10,2,814,1964,4,99.69140564727665,-4.39455195425702,-2.4714640107003225,-19.956267131419263,-4952.933714977142,False
Guarded max 1x (X=0.106),0.106,cross below SMA20+10.60%,0.1417580281792461,0.17751390373252993,0.7043721609795435,-0.4158084547671292,0.34092146649263483,3010.307996108904,4,65.67078082815028,0.3085943527233452,0.3085943527233452,10,2,814,1964,4,99.69140564727665,-4.39455195425702,-2.4714640107003225,-19.956267131419263,-4952.933714977142,False
Guarded max 1x (X=0.107),0.107,cross below SMA20+10.70%,0.1417580281792461,0.17751390373252993,0.7043721609795435,-0.4158084547671292,0.34092146649263483,3010.307996108904,4,65.67078082815028,0.3085943527233452,0.3085943527233452,10,2,814,1964,3,99.69140564727665,-4.39455195425702,-2.4714640107003225,-19.956267131419263,-4952.933714977142,False
Guarded max 1x (X=0.108),0.108,cross below SMA20+10.80%,0.1417580281792461,0.17751390373252993,0.7043721609795435,-0.4158084547671292,0.34092146649263483,3010.307996108904,4,65.67078082815028,0.3085943527233452,0.3085943527233452,10,2,814,1964,2,99.69140564727665,-4.39455195425702,-2.4714640107003225,-19.956267131419263,-4952.933714977142,False
Guarded max 1x (X=0.109),0.109,cross below SMA20+10.90%,0.1417580281792461,0.17751390373252993,0.7043721609795435,-0.4158084547671292,0.34092146649263483,3010.307996108904,4,65.67078082815028,0.3085943527233452,0.3085943527233452,10,2,814,1964,2,99.69140564727665,-4.39455195425702,-2.4714640107003225,-19.956267131419263,-4952.933714977142,False
Guarded max 1x (X=0.11),0.11,cross below SMA20+11.00%,0.1417580281792461,0.17751390373252993,0.7043721609795435,-0.4158084547671292,0.34092146649263483,3010.307996108904,4,65.67078082815028,0.3085943527233452,0.3085943527233452,10,2,814,1964,2,99.69140564727665,-4.39455195425702,-2.4714640107003225,-19.956267131419263,-4952.933714977142,False
Guarded max 1x (X=0.111),0.111,cross below SMA20+11.10%,0.1417580281792461,0.17751390373252993,0.7043721609795435,-0.4158084547671292,0.34092146649263483,3010.307996108904,4,65.67078082815028,0.3085943527233452,0.3085943527233452,10,2,814,1964,2,99.69140564727665,-4.39455195425702,-2.4714640107003225,-19.956267131419263,-4952.933714977142,False
Guarded max 1x (X=0.112),0.112,cross below SMA20+11.20%,0.1417580281792461,0.17751390373252993,0.7043721609795435,-0.4158084547671292,0.34092146649263483,3010.307996108904,4,65.67078082815028,0.3085943527233452,0.3085943527233452,10,2,814,1964,2,99.69140564727665,-4.39455195425702,-2.4714640107003225,-19.956267131419263,-4952.933714977142,False
Guarded max 1x (X=0.113),0.113,cross below SMA20+11.30%,0.1417580281792461,0.17751390373252993,0.7043721609795435,-0.4158084547671292,0.34092146649263483,3010.307996108904,4,65.67078082815028,0.3085943527233452,0.3085943527233452,10,2,814,1964,2,99.69140564727665,-4.39455195425702,-2.4714640107003225,-19.956267131419263,-4952.933714977142,False
Guarded max 1x (X=0.114),0.114,cross below SMA20+11.40%,0.1417580281792461,0.17751390373252993,0.7043721609795435,-0.4158084547671292,0.34092146649263483,3010.307996108904,4,65.67078082815028,0.3085943527233452,0.3085943527233452,10,2,814,1964,1,99.69140564727665,-4.39455195425702,-2.4714640107003225,-19.956267131419263,-4952.933714977142,False
Guarded max 1x (X=0.115),0.115,cross below SMA20+11.50%,0.1417580281792461,0.17751390373252993,0.7043721609795435,-0.4158084547671292,0.34092146649263483,3010.307996108904,4,65.67078082815028,0.3085943527233452,0.3085943527233452,10,2,814,1964,1,99.69140564727665,-4.39455195425702,-2.4714640107003225,-19.956267131419263,-4952.933714977142,False
Guarded max 1x (X=0.116),0.116,cross below SMA20+11.60%,0.1417580281792461,0.17751390373252993,0.7043721609795435,-0.4158084547671292,0.34092146649263483,3010.307996108904,4,65.67078082815028,0.3085943527233452,0.3085943527233452,10,2,814,1964,1,99.69140564727665,-4.39455195425702,-2.4714640107003225,-19.956267131419263,-4952.933714977142,False
Guarded max 1x (X=0.117),0.117,cross below SMA20+11.70%,0.1417580281792461,0.17751390373252993,0.7043721609795435,-0.4158084547671292,0.34092146649263483,3010.307996108904,4,65.67078082815028,0.3085943527233452,0.3085943527233452,10,2,814,1964,1,99.69140564727665,-4.39455195425702,-2.4714640107003225,-19.956267131419263,-4952.933714977142,False
Guarded max 1x (X=0.118),0.118,cross below SMA20+11.80%,0.1417580281792461,0.17751390373252993,0.7043721609795435,-0.4158084547671292,0.34092146649263483,3010.307996108904,4,65.67078082815028,0.3085943527233452,0.3085943527233452,10,2,814,1964,1,99.69140564727665,-4.39455195425702,-2.4714640107003225,-19.956267131419263,-4952.933714977142,False
Guarded max 1x (X=0.119),0.119,cross below SMA20+11.90%,0.1417580281792461,0.17751390373252993,0.7043721609795435,-0.4158084547671292,0.34092146649263483,3010.307996108904,4,65.67078082815028,0.3085943527233452,0.3085943527233452,10,2,814,1964,1,99.69140564727665,-4.39455195425702,-2.4714640107003225,-19.956267131419263,-4952.933714977142,False
Guarded max 1x (X=0.12),0.12,cross below SMA20+12.00%,0.1417580281792461,0.17751390373252993,0.7043721609795435,-0.4158084547671292,0.34092146649263483,3010.307996108904,4,65.67078082815028,0.3085943527233452,0.3085943527233452,10,2,814,1964,1,99.69140564727665,-4.39455195425702,-2.4714640107003225,-19.956267131419263,-4952.933714977142,False
Guarded max 1x (X=0.121),0.121,cross below SMA20+12.10%,0.1417580281792461,0.17751390373252993,0.7043721609795435,-0.4158084547671292,0.34092146649263483,3010.307996108904,4,65.67078082815028,0.3085943527233452,0.3085943527233452,10,2,814,1964,1,99.69140564727665,-4.39455195425702,-2.4714640107003225,-19.956267131419263,-4952.933714977142,False
Guarded max 1x (X=0.122),0.122,cross below SMA20+12.20%,0.1417580281792461,0.17751390373252993,0.7043721609795435,-0.4158084547671292,0.34092146649263483,3010.307996108904,4,65.67078082815028,0.3085943527233452,0.3085943527233452,10,2,814,1964,1,99.69140564727665,-4.39455195425702,-2.4714640107003225,-19.956267131419263,-4952.933714977142,False
Guarded max 1x (X=0.123),0.123,cross below SMA20+12.30%,0.1417580281792461,0.17751390373252993,0.7043721609795435,-0.4158084547671292,0.34092146649263483,3010.307996108904,4,65.67078082815028,0.3085943527233452,0.3085943527233452,10,2,814,1964,1,99.69140564727665,-4.39455195425702,-2.4714640107003225,-19.956267131419263,-4952.933714977142,False
Guarded max 1x (X=0.124),0.124,cross below SMA20+12.40%,0.1417580281792461,0.17751390373252993,0.7043721609795435,-0.4158084547671292,0.34092146649263483,3010.307996108904,4,65.67078082815028,0.3085943527233452,0.3085943527233452,10,2,814,1964,1,99.69140564727665,-4.39455195425702,-2.4714640107003225,-19.956267131419263,-4952.933714977142,False
Guarded max 1x (X=0.125),0.125,cross below SMA20+12.50%,0.1417580281792461,0.17751390373252993,0.7043721609795435,-0.4158084547671292,0.34092146649263483,3010.307996108904,4,65.67078082815028,0.3085943527233452,0.3085943527233452,10,2,814,1964,1,99.69140564727665,-4.39455195425702,-2.4714640107003225,-19.956267131419263,-4952.933714977142,False
Guarded max 1x (X=0.126),0.126,cross below SMA20+12.60%,0.1417580281792461,0.17751390373252993,0.7043721609795435,-0.4158084547671292,0.34092146649263483,3010.307996108904,4,65.67078082815028,0.3085943527233452,0.3085943527233452,10,2,814,1964,1,99.69140564727665,-4.39455195425702,-2.4714640107003225,-19.956267131419263,-4952.933714977142,False
Guarded max 1x (X=0.127),0.127,cross below SMA20+12.70%,0.1417580281792461,0.17751390373252993,0.7043721609795435,-0.4158084547671292,0.34092146649263483,3010.307996108904,4,65.67078082815028,0.3085943527233452,0.3085943527233452,10,2,814,1964,1,99.69140564727665,-4.39455195425702,-2.4714640107003225,-19.956267131419263,-4952.933714977142,False
Guarded max 1x (X=0.128),0.128,cross below SMA20+12.80%,0.1417580281792461,0.17751390373252993,0.7043721609795435,-0.4158084547671292,0.34092146649263483,3010.307996108904,4,65.67078082815028,0.3085943527233452,0.3085943527233452,10,2,814,1964,1,99.69140564727665,-4.39455195425702,-2.4714640107003225,-19.956267131419263,-4952.933714977142,False
Guarded max 1x (X=0.129),0.129,cross below SMA20+12.90%,0.1417580281792461,0.17751390373252993,0.7043721609795435,-0.4158084547671292,0.34092146649263483,3010.307996108904,4,65.67078082815028,0.3085943527233452,0.3085943527233452,10,2,814,1964,1,99.69140564727665,-4.39455195425702,-2.4714640107003225,-19.956267131419263,-4952.933714977142,False
Guarded max 1x (X=0.13),0.13,cross below SMA20+13.00%,0.1417580281792461,0.17751390373252993,0.7043721609795435,-0.4158084547671292,0.34092146649263483,3010.307996108904,4,65.67078082815028,0.3085943527233452,0.3085943527233452,10,2,814,1964,1,99.69140564727665,-4.39455195425702,-2.4714640107003225,-19.956267131419263,-4952.933714977142,False
Guarded max 1x (X=0.131),0.131,cross below SMA20+13.10%,0.1417580281792461,0.17751390373252993,0.7043721609795435,-0.4158084547671292,0.34092146649263483,3010.307996108904,4,65.67078082815028,0.3085943527233452,0.3085943527233452,10,2,814,1964,1,99.69140564727665,-4.39455195425702,-2.4714640107003225,-19.956267131419263,-4952.933714977142,False
Guarded max 1x (X=0.132),0.132,cross below SMA20+13.20%,0.1417580281792461,0.17751390373252993,0.7043721609795435,-0.4158084547671292,0.34092146649263483,3010.307996108904,4,65.67078082815028,0.3085943527233452,0.3085943527233452,10,2,814,1964,1,99.69140564727665,-4.39455195425702,-2.4714640107003225,-19.956267131419263,-4952.933714977142,False
Guarded max 1x (X=0.133),0.133,cross below SMA20+13.30%,0.1417580281792461,0.17751390373252993,0.7043721609795435,-0.4158084547671292,0.34092146649263483,3010.307996108904,4,65.67078082815028,0.3085943527233452,0.3085943527233452,10,2,814,1964,1,99.69140564727665,-4.39455195425702,-2.4714640107003225,-19.956267131419263,-4952.933714977142,False
Guarded max 1x (X=0.134),0.134,cross below SMA20+13.40%,0.1417580281792461,0.17751390373252993,0.7043721609795435,-0.4158084547671292,0.34092146649263483,3010.307996108904,4,65.67078082815028,0.3085943527233452,0.3085943527233452,10,2,814,1964,1,99.69140564727665,-4.39455195425702,-2.4714640107003225,-19.956267131419263,-4952.933714977142,False
Guarded max 1x (X=0.135),0.135,cross below SMA20+13.50%,0.1417580281792461,0.17751390373252993,0.7043721609795435,-0.4158084547671292,0.34092146649263483,3010.307996108904,4,65.67078082815028,0.3085943527233452,0.3085943527233452,10,2,814,1964,1,99.69140564727665,-4.39455195425702,-2.4714640107003225,-19.956267131419263,-4952.933714977142,False
Guarded max 1x (X=0.136),0.136,cross below SMA20+13.60%,0.1417580281792461,0.17751390373252993,0.7043721609795435,-0.4158084547671292,0.34092146649263483,3010.307996108904,4,65.67078082815028,0.3085943527233452,0.3085943527233452,10,2,814,1964,1,99.69140564727665,-4.39455195425702,-2.4714640107003225,-19.956267131419263,-4952.933714977142,False
Guarded max 1x (X=0.137),0.137,cross below SMA20+13.70%,0.14177481983985052,0.17755719357121488,0.6999232816252442,-0.4158084547671292,0.3409618496556319,3011.448552223037,2,1.994238437938141,0.29316463508717794,0.2931646350871779,10,2,814,1964,0,99.70683536491282,-4.392872788196578,-2.4759128900546217,-19.956267131419263,-4951.793158863009,False
Guarded max 1x (X=0.138),0.138,cross below SMA20+13.80%,0.14177481983985052,0.17755719357121488,0.6999232816252442,-0.4158084547671292,0.3409618496556319,3011.448552223037,2,1.994238437938141,0.29316463508717794,0.2931646350871779,10,2,814,1964,0,99.70683536491282,-4.392872788196578,-2.4759128900546217,-19.956267131419263,-4951.793158863009,False
Guarded max 1x (X=0.139),0.139,cross below SMA20+13.90%,0.14177481983985052,0.17755719357121488,0.6999232816252442,-0.4158084547671292,0.3409618496556319,3011.448552223037,2,1.994238437938141,0.29316463508717794,0.2931646350871779,10,2,814,1964,0,99.70683536491282,-4.392872788196578,-2.4759128900546217,-19.956267131419263,-4951.793158863009,False
Guarded max 1x (X=0.14),0.14,cross below SMA20+14.00%,0.14177481983985052,0.17755719357121488,0.6999232816252442,-0.4158084547671292,0.3409618496556319,3011.448552223037,2,1.994238437938141,0.29316463508717794,0.2931646350871779,10,2,814,1964,0,99.70683536491282,-4.392872788196578,-2.4759128900546217,-19.956267131419263,-4951.793158863009,False
Guarded max 1x (X=0.141),0.141,cross below SMA20+14.10%,0.14177481983985052,0.17755719357121488,0.6999232816252442,-0.4158084547671292,0.3409618496556319,3011.448552223037,2,1.994238437938141,0.29316463508717794,0.2931646350871779,10,2,814,1964,0,99.70683536491282,-4.392872788196578,-2.4759128900546217,-19.956267131419263,-4951.793158863009,False
Guarded max 1x (X=0.142),0.142,cross below SMA20+14.20%,0.14177481983985052,0.17755719357121488,0.6999232816252442,-0.4158084547671292,0.3409618496556319,3011.448552223037,2,1.994238437938141,0.29316463508717794,0.2931646350871779,10,2,814,1964,0,99.70683536491282,-4.392872788196578,-2.4759128900546217,-19.956267131419263,-4951.793158863009,False
Guarded max 1x (X=0.143),0.143,cross below SMA20+14.30%,0.14177481983985052,0.17755719357121488,0.6999232816252442,-0.4158084547671292,0.3409618496556319,3011.448552223037,2,1.994238437938141,0.29316463508717794,0.2931646350871779,10,2,814,1964,0,99.70683536491282,-4.392872788196578,-2.4759128900546217,-19.956267131419263,-4951.793158863009,False
Guarded max 1x (X=0.144),0.144,cross below SMA20+14.40%,0.14177481983985052,0.17755719357121488,0.6999232816252442,-0.4158084547671292,0.3409618496556319,3011.448552223037,2,1.994238437938141,0.29316463508717794,0.2931646350871779,10,2,814,1964,0,99.70683536491282,-4.392872788196578,-2.4759128900546217,-19.956267131419263,-4951.793158863009,False
Guarded max 1x (X=0.145),0.145,cross below SMA20+14.50%,0.14177481983985052,0.17755719357121488,0.6999232816252442,-0.4158084547671292,0.3409618496556319,3011.448552223037,2,1.994238437938141,0.29316463508717794,0.2931646350871779,10,2,814,1964,0,99.70683536491282,-4.392872788196578,-2.4759128900546217,-19.956267131419263,-4951.793158863009,False
Guarded max 1x (X=0.146),0.146,cross below SMA20+14.60%,0.14177481983985052,0.17755719357121488,0.6999232816252442,-0.4158084547671292,0.3409618496556319,3011.448552223037,2,1.994238437938141,0.29316463508717794,0.2931646350871779,10,2,814,1964,0,99.70683536491282,-4.392872788196578,-2.4759128900546217,-19.956267131419263,-4951.793158863009,False
Guarded max 1x (X=0.147),0.147,cross below SMA20+14.70%,0.14177481983985052,0.17755719357121488,0.6999232816252442,-0.4158084547671292,0.3409618496556319,3011.448552223037,2,1.994238437938141,0.29316463508717794,0.2931646350871779,10,2,814,1964,0,99.70683536491282,-4.392872788196578,-2.4759128900546217,-19.956267131419263,-4951.793158863009,False
Guarded max 1x (X=0.148),0.148,cross below SMA20+14.80%,0.14177481983985052,0.17755719357121488,0.6999232816252442,-0.4158084547671292,0.3409618496556319,3011.448552223037,2,1.994238437938141,0.29316463508717794,0.2931646350871779,10,2,814,1964,0,99.70683536491282,-4.392872788196578,-2.4759128900546217,-19.956267131419263,-4951.793158863009,False
Guarded max 1x (X=0.149),0.149,cross below SMA20+14.90%,0.14177481983985052,0.17755719357121488,0.6999232816252442,-0.4158084547671292,0.3409618496556319,3011.448552223037,2,1.994238437938141,0.29316463508717794,0.2931646350871779,10,2,814,1964,0,99.70683536491282,-4.392872788196578,-2.4759128900546217,-19.956267131419263,-4951.793158863009,False
Guarded max 1x (X=0.15),0.15,cross below SMA20+15.00%,0.14177481983985052,0.17755719357121488,0.6999232816252442,-0.4158084547671292,0.3409618496556319,3011.448552223037,2,1.994238437938141,0.29316463508717794,0.2931646350871779,10,2,814,1964,0,99.70683536491282,-4.392872788196578,-2.4759128900546217,-19.956267131419263,-4951.793158863009,False
