strategy,sell_buffer_x,sell_label,cagr,ann_volatility,sharpe,max_drawdown,calmar,end_$,rebalances,trading_costs_total,pct_days_cash,pct_cash_sessions,tier2_entries,tier3_entries,lead_only_days,guard_blocked_days,buffer_exits,pct_days_1x,delta_cagr_pp,delta_sharpe,delta_max_dd_pp,delta_end_$,beats_baseline
Guarded max 1x (X=0.018),0.018,cross below SMA20+1.80%,0.17355818497200826,0.163954869967093,1.3275584072064066,-0.4044322919575243,0.4291402749566701,6108.218076408459,166,2591.750147462408,7.915445147353803,7.915445147353803,10,2,814,1964,331,92.08455485264619,-1.2145362749808042,-1.8482777644734592,-18.818650850458774,-1855.0236346775873,False
Guarded max 1x (X=0.019),0.019,cross below SMA20+1.90%,0.1710547820976578,0.1646358134232205,1.3027413869170046,-0.4040717772455496,0.42332771485227944,5781.312693368245,164,2519.9208632268083,7.236537571362445,7.236537571362444,10,2,814,1964,327,92.76346242863755,-1.464876562415851,-1.8730947847628612,-18.782599379261306,-2181.929017717801,False
Guarded max 1x (X=-0.035),-0.035,cross below SMA20-3.50%,0.16847875573880922,0.15813347411511816,1.295925123730247,-0.26199416850392987,0.6430629990769511,5462.5072369288255,148,2049.7740541976154,11.695725968214782,11.695725968214782,10,2,814,1964,60,88.30427403178523,-1.7224791983007082,-1.8799110479496188,-4.574838505099333,-2500.7344741572206,False
Guarded max 1x (X=-0.036),-0.036,cross below SMA20-3.60%,0.16617109826552667,0.15872539005863545,1.262891672282407,-0.27956879198605805,0.5943835758098978,5191.3203668703345,142,1949.8051244231654,11.2636938744021,11.2636938744021,10,2,814,1964,57,88.73630612559789,-1.9532449456289624,-1.9129444993974587,-6.332300853312151,-2771.9213442157115,False
Guarded max 1x (X=0.02),0.02,cross below SMA20+2.00%,0.16892470041523233,0.16527883507478036,1.2626602886445748,-0.40366349971079757,0.4184790067376849,5516.45983687818,154,2310.127593979395,6.634778583551921,6.634778583551921,10,2,814,1964,316,93.36522141644808,-1.6778847306583966,-1.913175883035291,-18.741771625786104,-2446.781874207866,False
Guarded max 1x (X=-0.037),-0.037,cross below SMA20-3.70%,0.16564703956449112,0.1589034721490461,1.2525557046932112,-0.27949205144783407,0.5926717368397447,5131.5634010936365,140,1892.961206990568,11.155685850948927,11.155685850948927,10,2,814,1964,56,88.84431414905107,-2.005650815732518,-1.9232804669866546,-6.324626799489752,-2831.6783099924096,False
Guarded max 1x (X=-0.038),-0.038,cross below SMA20-3.80%,0.1673452718088253,0.1592977650951511,1.2413017695672655,-0.2814464115986093,0.5945901774277665,5327.645931939674,132,1806.0580082078309,10.615645733683074,10.615645733683074,10,2,814,1964,52,89.38435426631692,-1.8358275912990996,-1.9345344021126003,-6.520062814567273,-2635.5957791463725,False
Guarded max 1x (X=0.021),0.021,cross below SMA20+2.10%,0.16859705197952946,0.16595615266691066,1.2271909434399055,-0.4035747402188069,0.4177591786049862,5476.769669295497,142,2273.0686732326976,5.986730442832896,5.986730442832896,10,2,814,1964,305,94.0132695571671,-1.7106495742286842,-1.9486452282399602,-18.732895676587034,-2486.472041790549,False
Guarded max 1x (X=-0.039),-0.039,cross below SMA20-3.90%,0.16373873074782486,0.15979794231607986,1.2118131754008448,-0.2923592081918315,0.5600601115337119,4919.501790147214,130,1683.706564999733,10.322481098595896,10.322481098595896,10,2,814,1964,51,89.67751890140411,-2.196481697399144,-1.964022996279021,-7.6113424738894935,-3043.7399209388323,False
Guarded max 1x (X=-0.04),-0.04,cross below SMA20-4.00%,0.16776443290733378,0.16060718301036825,1.1829027532096856,-0.2593452110689134,0.6468769259932673,5377.14028748321,110,1548.494042728103,9.304119734608857,9.304119734608857,10,2,814,1964,45,90.69588026539115,-1.7939114814482515,-1.9929334184701801,-4.309942761597685,-2586.101423602836,False
