name,cagr,total_return,max_drawdown,avg_drawdown,ulcer_index,max_dd_duration_days,volatility,downside_volatility,sharpe,sortino,calmar,win_rate,profit_factor,expectancy_ann,best_day,worst_day,best_month,worst_month,beta,alpha,information_ratio,tracking_error,skewness,excess_kurtosis,final_value,total_trading_costs,turnover_notional,cost_drag_pct,rebalances,avg_lev,final
RSI stair (>20d SMA): tiers 45/58 -> 1x/2x/3x,0.37533346610508067,14178.859071675128,-0.4140104906235076,-0.1325121628827953,0.16162771211767024,1291.0,0.27309804479575633,0.1742584795397558,4.181811183750784,6.553738222689,0.9065796027048044,0.760302106797403,2.6303881037203496,1.1420444579873665,0.21220994752996766,-0.10539306332320135,0.3334283450957174,-0.1305817051648508,0.6756169649720963,0.2404859246805824,3.9110470165451687,0.24097198264339484,1.5732116473165167,9.561998370077461,1403806.0480958377,0.0,0.0,0.0,1595,1.6694488606253313,1403806.0480958377
RSI stair (>20d SMA): tiers 45/62 -> 1x/2x/3x,0.3211634496198823,4247.149260931816,-0.4311036899430289,-0.12664549287687457,0.15510573658345242,1243.0,0.2494774476555958,0.16419799710192706,4.188934824573908,6.364540292057403,0.7449795886978481,0.760302106797403,2.6210959438578034,1.0450447684303394,0.14243811404838344,-0.10539306332320135,0.32703903769416653,-0.11333017654860644,0.6156944920275217,0.19827593669020677,3.7306192674915852,0.22662539476987872,1.344702725680659,7.434467452238175,420566.7768322498,0.0,0.0,0.0,1562,1.530869104398516,420566.7768322498
RSI stair (>20d SMA): tiers 45/65 -> 1x/2x/3x,0.31353167417332384,3569.5085934706212,-0.40086520152795785,-0.10752094249899713,0.133031432367214,1203.0,0.238418985618895,0.15976750247435964,4.154906732898037,6.2003137888297735,0.7821374192078804,0.760302106797403,2.614147003530547,0.9906086485986668,0.14148374808873,-0.10539306332320135,0.327039037694167,-0.10267635498651595,0.5898885176731317,0.19579481964355522,3.595885114159949,0.21997836952155156,1.3294434098977859,7.639035835494092,353480.3507535915,0.0,0.0,0.0,1451,1.438924218335983,353480.3507535915
RSI stair (>20d SMA): tiers 50/58 -> 1x/2x/3x,0.3679441881855259,12063.034110689656,-0.4020473198366779,-0.13305852164257748,0.16295997555656466,1243.0,0.2661812274545374,0.1656401448922323,4.2589606106164,6.844085796664635,0.9151763238590781,0.760302106797403,2.688710639001746,1.1336553630143993,0.21220994752996766,-0.08560806080788427,0.2887619839066753,-0.13058170516485068,0.6487768275015172,0.23845371553971442,3.917125694072801,0.23845639169272376,1.6504710471938644,9.771443958918336,1194339.376958276,0.0,0.0,0.0,1726,1.644011658717541,1194339.376958276
RSI stair (>20d SMA): tiers 50/62 -> 1x/2x/3x,0.31409203211993053,3615.4818547808136,-0.45293798565569093,-0.12925347898362627,0.15931453787785968,1243.0,0.2418727797005996,0.1542938561174323,4.285954272078854,6.71870999625791,0.6934548261948895,0.760302106797403,2.684267676733161,1.0366556734573722,0.14243811404838344,-0.08560806080788427,0.2758743640676087,-0.11333017654860655,0.588854354556943,0.1965615879689417,3.7379893071551984,0.22393428671829935,1.404575975315897,7.111437008396659,358031.70362330053,0.0,0.0,0.0,1699,1.5054319024907261,358031.70362330053
RSI stair (>20d SMA): tiers 50/65 -> 1x/2x/3x,0.30650110511681294,3038.6011880696,-0.42386005336708316,-0.1106031339653808,0.13833736292057075,1194.0,0.23044182027427432,0.14915261472228494,4.262332038762112,6.585332449280531,0.7231186394707696,0.760302106797403,2.680316765814393,0.9822195536256999,0.14148374808873,-0.08560806080788427,0.27693365722214414,-0.1026763549865164,0.5630483802025528,0.19412131936573107,3.603315748318164,0.21719657784418306,1.3864091410173418,7.121414642952753,300920.5176188904,0.0,0.0,0.0,1588,1.413487016428193,300920.5176188904
RSI stair (>50d SMA): tiers 45/58 -> 1x/2x/3x,0.3114575878906214,3404.2101247106307,-0.5355776933584068,-0.1563986633316074,0.191071786417863,1326.0,0.27119717022954154,0.17754752379838654,3.2662684466587444,4.98910230339096,0.5815357729661736,0.7246588048231085,2.045657482898215,0.8858027599438916,0.21220994752996766,-0.1179179995011439,0.2887619839066753,-0.12948630331437283,0.6505856594126317,0.18160608740106116,2.8158707870111943,0.24369408529334644,1.3347270354674015,9.17252432325402,337115.80234635243,0.0,0.0,0.0,1439,1.7223105458399577,337115.80234635243
RSI stair (>50d SMA): tiers 45/62 -> 1x/2x/3x,0.25799472983709704,976.1366268292493,-0.4703126042805362,-0.14918600654835415,0.1807771983699129,1328.0,0.24700723224681476,0.1698064642018489,3.1949328796624656,4.647476358035954,0.5485601012793739,0.7246588048231085,1.9974490507240876,0.7891715278197712,0.14243811404838344,-0.1179179995011439,0.27587436406760824,-0.1294863033143726,0.5906910119143044,0.14009770411412292,2.5735300686790947,0.22909381584316973,0.9843349133188718,6.516521146617424,96736.52605609568,0.0,0.0,0.0,1345,1.5837307896131425,96736.52605609568
RSI stair (>50d SMA): tiers 45/65 -> 1x/2x/3x,0.2505473415763051,816.721376967949,-0.37977682647129185,-0.1284228091513548,0.15386151678167043,1311.0,0.23559844724265705,0.16660303941337903,3.1185918947562112,4.410096061723447,0.6597225636547482,0.7246588048231085,1.966451066013402,0.734735407988099,0.14148374808873,-0.1179179995011439,0.2769336572221439,-0.11976734395368671,0.5648850375599146,0.13780097425323784,2.40760766215761,0.22227197238173757,0.8943410099267376,6.433662107426442,80954.41631982695,0.0,0.0,0.0,1213,1.4917859035506094,80954.41631982695
RSI stair (>50d SMA): tiers 50/58 -> 1x/2x/3x,0.3192652651997958,4067.8311311715493,-0.4697717680067091,-0.14657142649036148,0.1743934052541228,1306.0,0.2630309220516449,0.16090436292896051,3.544431670746826,5.794094787331526,0.6796178207014691,0.7246588048231085,2.200662367614194,0.9322951305055899,0.21220994752996766,-0.08560806080788427,0.28876198390667485,-0.13034929123305328,0.6216607629987002,0.19518693407927007,3.0491148015485905,0.24030037371322324,1.5845953606891923,9.944520856952963,402814.28198598337,0.0,0.0,0.0,1667,1.6788553259141494,402814.28198598337
RSI stair (>50d SMA): tiers 50/62 -> 1x/2x/3x,0.265613268216909,1170.1444034182875,-0.40006345551212236,-0.14141860147273044,0.16804036629184935,1310.0,0.23808736631026142,0.15095485769178713,3.5099044158961457,5.535852977237016,0.6639278458385975,0.7246588048231085,2.159760524090924,0.8356638983814697,0.14243811404838344,-0.08560806080788427,0.2758743640676089,-0.1149727973207787,0.5617661155003733,0.15348941186296927,2.8199748805388833,0.22555952486391526,1.2654685051771328,6.880058068022202,115943.29593841048,0.0,0.0,0.0,1603,1.5402755696873345,115943.29593841048
RSI stair (>50d SMA): tiers 50/65 -> 1x/2x/3x,0.2581336169840638,979.3777506986154,-0.3735443714987641,-0.11924217503738158,0.1417566644498849,1250.0,0.22627359201463973,0.14656283037280765,3.4525804429677,5.330326772228749,0.691038700297798,0.7246588048231085,2.132871688738334,0.7812277785497974,0.14148374808873,-0.08560806080788427,0.27693365722214414,-0.10568089318149931,0.5359601411459833,0.15116041903003097,2.6598395707531224,0.21867336690015735,1.203599308703185,6.712651007204989,97057.39731916292,0.0,0.0,0.0,1474,1.4483306836248013,97057.39731916292
