strategy,cagr,ann_volatility,sharpe,max_drawdown,calmar,end_$,rebalances,trading_costs_total,funding_costs_total,pct_days_cash,pct_days_1x,pct_days_2x,pct_days_3x,tier2_entries,tier3_entries,lead_only_days,family,pct_cash,sma_window,leverage,entry_buffer,exit_buffer,confirm_days,tier_margin_2x,tier_margin_3x
SMA200 1x/cash in+1%/out-1%,0.13628589103471778,0.11764098680415153,1.2158987419227911,-0.1485762374358677,0.9172791920615502,4571.2581231322965,90,944.9447290394378,,28.68309485956545,71.31690514043456,0.0,0.0,,,,buffer,28.683094859565447,200.0,1.0,0.01,0.01,1.0,,
SMA100 2x/cash in+2%/out-0.5%,0.16836879705539087,0.20921798323076346,1.2118196974263495,-0.44414015426354264,0.37908933799190936,10537.9506175404,150,3644.280050469052,,35.4266030736619,0.0,64.5733969263381,0.0,,,,buffer,35.426603073661894,100.0,2.0,0.02,0.005,1.0,,
SMA100 1x/cash in+2%/out-1%,0.1165627507276592,0.10966188753808849,1.2095301010912616,-0.15309844284524438,0.7613581729598887,2703.5388290072683,128,845.7572560668474,,34.14149443561209,65.85850556438791,0.0,0.0,,,,buffer,34.14149443561208,100.0,1.0,0.02,0.01,1.0,,
SMA100 3x/cash in+2%/out-0%,0.18408530398838274,0.30976506172713125,1.1951051104093147,-0.6829789389450848,0.2695329145474341,15733.435246199078,178,7012.35689445747,,37.188659247482775,0.0,0.0,62.81134075251722,,,,buffer,37.188659247482775,100.0,3.0,0.02,0.0,1.0,,
SMA100 2x/cash in+0%/out-2%,0.19560041265313277,0.23485204831671136,1.1831281724620861,-0.5219667137462033,0.3747373299904328,21032.856260774093,140,5881.492537551018,,25.66242713301537,0.0,74.33757286698463,0.0,,,,buffer,25.662427133015367,100.0,2.0,0.0,0.02,1.0,,
SMA200 3x/cash in+1%/out-0%,0.25733784142109273,0.33628133939423804,1.1687761620230215,-0.37951862587456203,0.6780637994461639,95232.75798465524,124,19283.001164572517,,29.88871224165342,0.0,0.0,70.11128775834659,,,,buffer,29.88871224165342,200.0,3.0,0.01,0.0,1.0,,
SMA200 1x/cash in+2%/out-0.5%,0.1308376358434571,0.11423972917742337,1.16821011792815,-0.12812123395228822,1.0212018086883274,3957.5235793099096,80,741.0714329688378,,31.213566507684153,68.78643349231585,0.0,0.0,,,,buffer,31.213566507684156,200.0,1.0,0.02,0.005,1.0,,
SMA100 3x/cash in+1%/out-1%,0.2226463805971839,0.3341951935617371,1.1660198723078,-0.5894596907485486,0.37771264785628955,41143.63571025641,154,12433.942895013704,,30.789613142554316,0.0,0.0,69.21038685744568,,,,buffer,30.78961314255432,100.0,3.0,0.01,0.01,1.0,,
SMA100 1x/cash in+1%/out-2%,0.12421521452962625,0.11780444508715109,1.1642201765545535,-0.1488978849547316,0.8342308862707523,3318.257788712857,114,838.6609572866251,,28.272390037095917,71.72760996290408,0.0,0.0,,,,buffer,28.27239003709592,100.0,1.0,0.01,0.02,1.0,,
SMA200 2x/cash in+1%/out-0.5%,0.2062234421055733,0.22617341407418692,1.1584931095495103,-0.24209429131929297,0.8518310819381926,27424.184482452394,100,5623.30841990244,,29.186539480657125,0.0,70.81346051934287,0.0,,,,buffer,29.186539480657128,200.0,2.0,0.01,0.005,1.0,,
