strategy,cagr,ann_volatility,sharpe,sortino,max_drawdown,calmar,end_$,rebalances,trading_costs_total,funding_costs_total,win_rate,profit_factor,beta,alpha,pct_days_cash,pct_days_1x,pct_days_2x,pct_days_3x,avg_leverage,total_trades,simulation
SMA200 ±3% Band 1x/cash,0.0884748230673118,0.13756795593032847,0.2259945885138646,0.20122531042354463,-0.30079808121156154,0.29413360188652415,226.4107034692408,22,3.129936985229791,0.0,0.7717348154029376,1.0616559519130488,,,51.70634920634921,48.29365079365079,0.0,0.0,1.0,21,80
SMA200 ±3% Band 1x/cash,0.08887572109684716,0.1436725856677618,0.2564314776957928,0.25502719511139993,-0.21974766629622897,0.40444443663414836,227.21677459689747,20,3.2649801539574184,0.0,0.7061159650516283,1.062354461839432,,,36.58730158730158,63.41269841269841,0.0,0.0,1.0,19,81
SMA200 ±3% Band 1x/cash,0.1636804815487276,0.14657466135486433,0.7482926496201786,0.84283722562565,-0.19812483556880547,0.8261482265906239,431.4415894101216,13,2.8966222004057474,0.0,0.6820166732830488,1.1714755333500309,,,31.428571428571427,68.57142857142857,0.0,0.0,1.0,12,82
SMA200 ±3% Band 1x/cash,0.1078270595592159,0.11394177196669614,0.3689277286015506,0.2687912060916648,-0.16853145968487285,0.6398037479817443,268.386756346435,10,1.2482469993015748,0.0,0.8193010325655282,1.1170602505334026,,,60.238095238095234,39.76190476190476,0.0,0.0,1.0,9,83
SMA200 ±3% Band 1x/cash,0.19343336120073595,0.16176205643835526,0.8308558856004609,0.8526756966160078,-0.26943412352528756,0.7179245103398397,550.476558984607,18,3.995268880016103,0.0,0.6743447180301827,1.204372856603936,,,28.015873015873016,71.98412698412699,0.0,0.0,1.0,17,84
SMA200 ±3% Band 1x/cash,0.13530331493370218,0.14175814299826123,0.5889988518569038,0.7188664880647749,-0.1918193765210387,0.7053683386300765,339.9744699003553,15,2.81690867708941,0.0,0.6558157999206035,1.1239865471010928,,,26.031746031746035,73.96825396825398,0.0,0.0,1.0,14,85
SMA200 ±3% Band 1x/cash,0.11344255839614692,0.12886350554579803,0.42346967913139627,0.4099463150960097,-0.22356599586140335,0.5074231345381972,281.80782296915623,16,2.4960066012226427,0.0,0.7461263408820024,1.1055968530009703,,,44.44444444444444,55.55555555555556,0.0,0.0,1.0,15,86
SMA200 ±3% Band 1x/cash,0.13221916514036747,0.14537956563527607,0.5443078221538877,0.5667439480568027,-0.1958295727677877,0.6751746596370882,331.16517844012526,16,2.732598330630403,0.0,0.7244938467645892,1.1359477340451782,,,40.67460317460318,59.32539682539682,0.0,0.0,1.0,15,87
SMA200 ±3% Band 1x/cash,0.11922288393577607,0.14332958317600497,0.4646130440685276,0.5293695820055105,-0.17593592409614497,0.6776494598716717,296.2481846000288,16,2.5054096586994383,0.0,0.6902303415409055,1.1119107596637603,,,35.833333333333336,64.16666666666667,0.0,0.0,1.0,15,88
SMA200 ±3% Band 1x/cash,0.08038258362675044,0.14716824240307141,0.21512437785698238,0.19765103782183502,-0.35067384376214117,0.22922320856434678,210.67844716488858,25,4.090758538985042,0.0,0.6971020246129417,1.0513009220396083,,,35.1984126984127,64.8015873015873,0.0,0.0,1.0,24,89
SMA200 ±3% Band 1x/cash,0.0649452739317633,0.1387661227743772,0.09000514100034608,0.09380875589930938,-0.21366160441644444,0.3039632418241113,183.35767489530977,26,4.018383456716712,0.0,0.721891140246325,1.0211069763437362,,,43.05555555555556,56.94444444444444,0.0,0.0,1.0,25,90
